# Organism: H. sapiens
# Application version: 3.6.0
# Database version: 13 August 2021 00:00:00
# Network generated on: 22 July 2023
# Author: GeneMANIA (genemania.org)
# Notes: Network weight reflects the data source relevance for predicting the function of interest
Entity 1	Entity 2	Weight	Network group	Network
LRRC2	CTTNBP2	0.00263011	Co-expression	Jorissen-Sieber-2009
GNLY	JAK2	0.012438846	Co-expression	Jorissen-Sieber-2009
GNLY	CD274	0.011450185	Co-expression	Jorissen-Sieber-2009
GNLY	ASPHD2	0.010953336	Co-expression	Jorissen-Sieber-2009
CEL	HUNK	0.0106304	Co-expression	Jorissen-Sieber-2009
CEL	CYP2B6	0.008806942	Co-expression	Jorissen-Sieber-2009
CEL	TINAG	0.007762877	Co-expression	Jorissen-Sieber-2009
CEL	GRM8	0.008985898	Co-expression	Jorissen-Sieber-2009
CEL	KHDRBS3	0.009161548	Co-expression	Jorissen-Sieber-2009
CEL	FITM2	0.009711671	Co-expression	Jorissen-Sieber-2009
CEL	TCF7	0.008479571	Co-expression	Jorissen-Sieber-2009
CEL	ZMYND8	0.010708284	Co-expression	Jorissen-Sieber-2009
CEL	SHROOM4	0.009552404	Co-expression	Jorissen-Sieber-2009
CEL	EPDR1	0.0036055741	Co-expression	Jorissen-Sieber-2009
CEL	NKD1	0.0048253485	Co-expression	Jorissen-Sieber-2009
CEL	TNNC2	0.0065652495	Co-expression	Jorissen-Sieber-2009
CEL	ASCL2	0.004242194	Co-expression	Jorissen-Sieber-2009
CEL	CAB39L	0.007180566	Co-expression	Jorissen-Sieber-2009
CEL	BCL11A	0.0058539296	Co-expression	Jorissen-Sieber-2009
CEL	CTTNBP2	0.0025088363	Co-expression	Jorissen-Sieber-2009
CEL	LRRC2	0.0039563845	Co-expression	Jorissen-Sieber-2009
SLC39A5	HUNK	0.009966447	Co-expression	Jorissen-Sieber-2009
SLC39A5	CYP2B6	0.011054092	Co-expression	Jorissen-Sieber-2009
SLC39A5	TINAG	0.008719029	Co-expression	Jorissen-Sieber-2009
SLC39A5	NAALADL2	0.0063169915	Co-expression	Jorissen-Sieber-2009
SLC39A5	SPIN3	0.010741306	Co-expression	Jorissen-Sieber-2009
SLC39A5	CXCL14	0.010503425	Co-expression	Jorissen-Sieber-2009
SLC39A5	AXIN2	0.0056694183	Co-expression	Jorissen-Sieber-2009
SLC39A5	CDHR1	0.007595099	Co-expression	Jorissen-Sieber-2009
SLC39A5	LRRC2	0.003964158	Co-expression	Jorissen-Sieber-2009
SLC39A5	CEL	0.0051415404	Co-expression	Jorissen-Sieber-2009
RAB27B	ADGRG6	0.010006752	Co-expression	Jorissen-Sieber-2009
RAB27B	PIAS2	0.007014327	Co-expression	Jorissen-Sieber-2009
RAB27B	RNF125	0.006386449	Co-expression	Jorissen-Sieber-2009
RAB27B	ASPHD2	0.0068530035	Co-expression	Jorissen-Sieber-2009
RAB27B	ULBP2	0.005983645	Co-expression	Jorissen-Sieber-2009
RAB27B	HPSE	0.0060245735	Co-expression	Jorissen-Sieber-2009
IHH	NOL4L	0.007955845	Co-expression	Jorissen-Sieber-2009
IHH	CYP2B6	0.008009052	Co-expression	Jorissen-Sieber-2009
IHH	GRM8	0.0072569493	Co-expression	Jorissen-Sieber-2009
IHH	CXCL14	0.007982338	Co-expression	Jorissen-Sieber-2009
IHH	SLC35D3	0.0069014924	Co-expression	Jorissen-Sieber-2009
IHH	AXIN2	0.0042954823	Co-expression	Jorissen-Sieber-2009
IHH	NOX1	0.005197448	Co-expression	Jorissen-Sieber-2009
IHH	EPDR1	0.0027297833	Co-expression	Jorissen-Sieber-2009
IHH	SEMA5A	0.0037318866	Co-expression	Jorissen-Sieber-2009
IHH	LRRC2	0.0028829281	Co-expression	Jorissen-Sieber-2009
IHH	SLC39A5	0.004333724	Co-expression	Jorissen-Sieber-2009
GBP4	APOL6	0.011668484	Co-expression	Jorissen-Sieber-2009
GBP4	JAK2	0.009912808	Co-expression	Jorissen-Sieber-2009
GBP4	CD274	0.00874168	Co-expression	Jorissen-Sieber-2009
GBP4	ASPHD2	0.0077056983	Co-expression	Jorissen-Sieber-2009
GBP4	GNLY	0.0081077	Co-expression	Jorissen-Sieber-2009
MLH1	RNLS	0.016248649	Co-expression	Jorissen-Sieber-2009
MLH1	KHDRBS3	0.011455344	Co-expression	Jorissen-Sieber-2009
MLH1	SPIN3	0.013913826	Co-expression	Jorissen-Sieber-2009
MLH1	RAB32	0.011667571	Co-expression	Jorissen-Sieber-2009
MLH1	CXCL14	0.014710523	Co-expression	Jorissen-Sieber-2009
MLH1	AXIN2	0.0065524587	Co-expression	Jorissen-Sieber-2009
MLH1	EPDR1	0.004234753	Co-expression	Jorissen-Sieber-2009
MLH1	SEMA5A	0.006416841	Co-expression	Jorissen-Sieber-2009
MLH1	DDAH2	0.007858166	Co-expression	Jorissen-Sieber-2009
MLH1	CTTNBP2	0.0029497992	Co-expression	Jorissen-Sieber-2009
MLH1	SLC39A5	0.005342216	Co-expression	Jorissen-Sieber-2009
RUBCNL	CFTR	0.010599318	Co-expression	Jorissen-Sieber-2009
RUBCNL	HUNK	0.010057237	Co-expression	Jorissen-Sieber-2009
RUBCNL	CYP2B6	0.0068408945	Co-expression	Jorissen-Sieber-2009
RUBCNL	TINAG	0.0062393276	Co-expression	Jorissen-Sieber-2009
RUBCNL	GRM8	0.008224186	Co-expression	Jorissen-Sieber-2009
RUBCNL	KHDRBS3	0.0061377366	Co-expression	Jorissen-Sieber-2009
RUBCNL	SPIN3	0.007876814	Co-expression	Jorissen-Sieber-2009
RUBCNL	RAB32	0.0077744373	Co-expression	Jorissen-Sieber-2009
RUBCNL	TCF7	0.0059994347	Co-expression	Jorissen-Sieber-2009
RUBCNL	CXCL14	0.008402119	Co-expression	Jorissen-Sieber-2009
RUBCNL	POU5F1B	0.0060698446	Co-expression	Jorissen-Sieber-2009
RUBCNL	SLC35D3	0.0065668845	Co-expression	Jorissen-Sieber-2009
RUBCNL	SHROOM4	0.0060077873	Co-expression	Jorissen-Sieber-2009
RUBCNL	AXIN2	0.0040824343	Co-expression	Jorissen-Sieber-2009
RUBCNL	CDHR1	0.007093515	Co-expression	Jorissen-Sieber-2009
RUBCNL	NOX1	0.0053492887	Co-expression	Jorissen-Sieber-2009
RUBCNL	EPDR1	0.0027532142	Co-expression	Jorissen-Sieber-2009
RUBCNL	SEMA5A	0.0034899	Co-expression	Jorissen-Sieber-2009
RUBCNL	TNNC2	0.0045866156	Co-expression	Jorissen-Sieber-2009
RUBCNL	ASCL2	0.0036435237	Co-expression	Jorissen-Sieber-2009
RUBCNL	CAB39L	0.0040793982	Co-expression	Jorissen-Sieber-2009
RUBCNL	BCL11A	0.005356676	Co-expression	Jorissen-Sieber-2009
RUBCNL	CTTNBP2	0.0023629027	Co-expression	Jorissen-Sieber-2009
RUBCNL	LRRC2	0.00339932	Co-expression	Jorissen-Sieber-2009
RUBCNL	CEL	0.0033848337	Co-expression	Jorissen-Sieber-2009
RUBCNL	SLC39A5	0.003786433	Co-expression	Jorissen-Sieber-2009
RUBCNL	IHH	0.0029133845	Co-expression	Jorissen-Sieber-2009
RUBCNL	MLH1	0.00390375	Co-expression	Jorissen-Sieber-2009
NR1I2	CFTR	0.009954909	Co-expression	Jorissen-Sieber-2009
NR1I2	CYP2B6	0.0066778553	Co-expression	Jorissen-Sieber-2009
NR1I2	TINAG	0.006042514	Co-expression	Jorissen-Sieber-2009
NR1I2	GRM8	0.0069687115	Co-expression	Jorissen-Sieber-2009
NR1I2	NAALADL2	0.0049832985	Co-expression	Jorissen-Sieber-2009
NR1I2	RAB32	0.0074561746	Co-expression	Jorissen-Sieber-2009
NR1I2	AXIN2	0.0038013007	Co-expression	Jorissen-Sieber-2009
NR1I2	CDHR1	0.005029894	Co-expression	Jorissen-Sieber-2009
NR1I2	NOX1	0.00518388	Co-expression	Jorissen-Sieber-2009
NR1I2	SEMA5A	0.0039200927	Co-expression	Jorissen-Sieber-2009
NR1I2	BCL11A	0.003919513	Co-expression	Jorissen-Sieber-2009
NR1I2	CTTNBP2	0.0023079494	Co-expression	Jorissen-Sieber-2009
NR1I2	SLC39A5	0.0040328666	Co-expression	Jorissen-Sieber-2009
NR1I2	IHH	0.0029877878	Co-expression	Jorissen-Sieber-2009
NR1I2	RUBCNL	0.0027565137	Co-expression	Jorissen-Sieber-2009
GPR143	NAALADL2	0.006853713	Co-expression	Jorissen-Sieber-2009
GPR143	GNG4	0.01293707	Co-expression	Jorissen-Sieber-2009
GPR143	TCF7	0.009807218	Co-expression	Jorissen-Sieber-2009
GPR143	POFUT1	0.013875681	Co-expression	Jorissen-Sieber-2009
GPR143	SHROOM4	0.010930724	Co-expression	Jorissen-Sieber-2009
GPR143	AXIN2	0.00672282	Co-expression	Jorissen-Sieber-2009
GPR143	NKD1	0.005596667	Co-expression	Jorissen-Sieber-2009
GPR143	ACOT8	0.00668962	Co-expression	Jorissen-Sieber-2009
GPR143	TNNC2	0.007926455	Co-expression	Jorissen-Sieber-2009
GPR143	ASCL2	0.00459486	Co-expression	Jorissen-Sieber-2009
GPR143	CEL	0.004814716	Co-expression	Jorissen-Sieber-2009
TP53RK	GNG4	0.009065191	Co-expression	Jorissen-Sieber-2009
TP53RK	FITM2	0.0099923285	Co-expression	Jorissen-Sieber-2009
TP53RK	TCF7	0.0065720715	Co-expression	Jorissen-Sieber-2009
TP53RK	SHROOM4	0.007247947	Co-expression	Jorissen-Sieber-2009
TP53RK	ACOT8	0.0048700348	Co-expression	Jorissen-Sieber-2009
TP53RK	TNNC2	0.005057254	Co-expression	Jorissen-Sieber-2009
TP53RK	CEL	0.0033025765	Co-expression	Jorissen-Sieber-2009
TP53RK	GPR143	0.004787269	Co-expression	Jorissen-Sieber-2009
PMEPA1	SLC35D3	0.011669107	Co-expression	Jorissen-Sieber-2009
PMEPA1	SHROOM4	0.012092323	Co-expression	Jorissen-Sieber-2009
PMEPA1	EPDR1	0.0048347656	Co-expression	Jorissen-Sieber-2009
QPRT	NOL4L	0.0060917237	Co-expression	Jorissen-Sieber-2009
QPRT	SYT7	0.006946371	Co-expression	Jorissen-Sieber-2009
QPRT	CFTR	0.007331515	Co-expression	Jorissen-Sieber-2009
QPRT	HUNK	0.0077215373	Co-expression	Jorissen-Sieber-2009
QPRT	CYP2B6	0.0061644684	Co-expression	Jorissen-Sieber-2009
QPRT	TINAG	0.005291838	Co-expression	Jorissen-Sieber-2009
QPRT	GGT7	0.0065407604	Co-expression	Jorissen-Sieber-2009
QPRT	GRM8	0.0058870325	Co-expression	Jorissen-Sieber-2009
QPRT	NAALADL2	0.004116358	Co-expression	Jorissen-Sieber-2009
QPRT	GNG4	0.0071767126	Co-expression	Jorissen-Sieber-2009
QPRT	KHDRBS3	0.006547142	Co-expression	Jorissen-Sieber-2009
QPRT	FITM2	0.0075030974	Co-expression	Jorissen-Sieber-2009
QPRT	SPIN3	0.0077148154	Co-expression	Jorissen-Sieber-2009
QPRT	RAB32	0.005694099	Co-expression	Jorissen-Sieber-2009
QPRT	TCF7	0.0053947615	Co-expression	Jorissen-Sieber-2009
QPRT	CXCL14	0.0060333344	Co-expression	Jorissen-Sieber-2009
QPRT	ZMYND8	0.0073265634	Co-expression	Jorissen-Sieber-2009
QPRT	AXIN2	0.0034449168	Co-expression	Jorissen-Sieber-2009
QPRT	CDHR1	0.0050037852	Co-expression	Jorissen-Sieber-2009
QPRT	NOX1	0.0036926973	Co-expression	Jorissen-Sieber-2009
QPRT	EPDR1	0.002566133	Co-expression	Jorissen-Sieber-2009
QPRT	SEMA5A	0.0030044636	Co-expression	Jorissen-Sieber-2009
QPRT	NKD1	0.0031458207	Co-expression	Jorissen-Sieber-2009
QPRT	DDAH2	0.004342883	Co-expression	Jorissen-Sieber-2009
QPRT	TNNC2	0.0051373155	Co-expression	Jorissen-Sieber-2009
QPRT	ASCL2	0.003118715	Co-expression	Jorissen-Sieber-2009
QPRT	CAB39L	0.0038212955	Co-expression	Jorissen-Sieber-2009
QPRT	BCL11A	0.004451971	Co-expression	Jorissen-Sieber-2009
QPRT	CTTNBP2	0.0019939882	Co-expression	Jorissen-Sieber-2009
QPRT	LRRC2	0.0031658558	Co-expression	Jorissen-Sieber-2009
QPRT	CEL	0.0034237166	Co-expression	Jorissen-Sieber-2009
QPRT	SLC39A5	0.0036630316	Co-expression	Jorissen-Sieber-2009
QPRT	IHH	0.0024003128	Co-expression	Jorissen-Sieber-2009
QPRT	MLH1	0.0033710762	Co-expression	Jorissen-Sieber-2009
QPRT	RUBCNL	0.0028425911	Co-expression	Jorissen-Sieber-2009
QPRT	NR1I2	0.0022717393	Co-expression	Jorissen-Sieber-2009
QPRT	GPR143	0.0034759813	Co-expression	Jorissen-Sieber-2009
MOGAT3	NOL4L	0.0071939775	Co-expression	Jorissen-Sieber-2009
MOGAT3	CFTR	0.0088318	Co-expression	Jorissen-Sieber-2009
MOGAT3	HUNK	0.0067989747	Co-expression	Jorissen-Sieber-2009
MOGAT3	CYP2B6	0.006563882	Co-expression	Jorissen-Sieber-2009
MOGAT3	TINAG	0.0061302553	Co-expression	Jorissen-Sieber-2009
MOGAT3	GRM8	0.0067982953	Co-expression	Jorissen-Sieber-2009
MOGAT3	TCF7	0.0061021657	Co-expression	Jorissen-Sieber-2009
MOGAT3	CXCL14	0.006651354	Co-expression	Jorissen-Sieber-2009
MOGAT3	NOX1	0.0046979454	Co-expression	Jorissen-Sieber-2009
MOGAT3	ACOT8	0.0040541883	Co-expression	Jorissen-Sieber-2009
MOGAT3	CTTNBP2	0.0019592668	Co-expression	Jorissen-Sieber-2009
MOGAT3	CEL	0.0032115406	Co-expression	Jorissen-Sieber-2009
MOGAT3	SLC39A5	0.004017514	Co-expression	Jorissen-Sieber-2009
MOGAT3	IHH	0.0028762773	Co-expression	Jorissen-Sieber-2009
MOGAT3	RUBCNL	0.0024704358	Co-expression	Jorissen-Sieber-2009
MOGAT3	NR1I2	0.003005424	Co-expression	Jorissen-Sieber-2009
MOGAT3	QPRT	0.002256079	Co-expression	Jorissen-Sieber-2009
ATP9A	GGT7	0.0069137113	Co-expression	Jorissen-Sieber-2009
ATP9A	KHDRBS3	0.0063777743	Co-expression	Jorissen-Sieber-2009
ATP9A	SPIN3	0.0075704693	Co-expression	Jorissen-Sieber-2009
ATP9A	CXCL14	0.008056834	Co-expression	Jorissen-Sieber-2009
ATP9A	POFUT1	0.009259859	Co-expression	Jorissen-Sieber-2009
ATP9A	SLC35D3	0.0052794977	Co-expression	Jorissen-Sieber-2009
ATP9A	ZMYND8	0.009271995	Co-expression	Jorissen-Sieber-2009
ATP9A	SEMA5A	0.0034459971	Co-expression	Jorissen-Sieber-2009
ATP9A	NKD1	0.0031501562	Co-expression	Jorissen-Sieber-2009
ATP9A	DDAH2	0.005077596	Co-expression	Jorissen-Sieber-2009
ATP9A	TNNC2	0.0049785813	Co-expression	Jorissen-Sieber-2009
ATP9A	CTTNBP2	0.0018686543	Co-expression	Jorissen-Sieber-2009
ATP9A	LRRC2	0.0025676358	Co-expression	Jorissen-Sieber-2009
ATP9A	MLH1	0.0035148377	Co-expression	Jorissen-Sieber-2009
ATP9A	RUBCNL	0.0022797193	Co-expression	Jorissen-Sieber-2009
ATP9A	PMEPA1	0.0037438567	Co-expression	Jorissen-Sieber-2009
ATP9A	QPRT	0.002219422	Co-expression	Jorissen-Sieber-2009
ATP9A	MOGAT3	0.0022266929	Co-expression	Jorissen-Sieber-2009
IYD	CFTR	0.0087606115	Co-expression	Jorissen-Sieber-2009
IYD	TINAG	0.006577235	Co-expression	Jorissen-Sieber-2009
IYD	GRM8	0.006847177	Co-expression	Jorissen-Sieber-2009
IYD	NAALADL2	0.0055594333	Co-expression	Jorissen-Sieber-2009
IYD	SPIN3	0.00873781	Co-expression	Jorissen-Sieber-2009
IYD	TCF7	0.0063638054	Co-expression	Jorissen-Sieber-2009
IYD	CXCL14	0.008676845	Co-expression	Jorissen-Sieber-2009
IYD	CDHR1	0.0054622525	Co-expression	Jorissen-Sieber-2009
IYD	BCL11A	0.0049927225	Co-expression	Jorissen-Sieber-2009
IYD	CTTNBP2	0.0023137927	Co-expression	Jorissen-Sieber-2009
IYD	LRRC2	0.003117841	Co-expression	Jorissen-Sieber-2009
IYD	SLC39A5	0.0037685079	Co-expression	Jorissen-Sieber-2009
IYD	IHH	0.0031862888	Co-expression	Jorissen-Sieber-2009
IYD	RUBCNL	0.0027480552	Co-expression	Jorissen-Sieber-2009
IYD	NR1I2	0.002931081	Co-expression	Jorissen-Sieber-2009
IYD	MOGAT3	0.0030001046	Co-expression	Jorissen-Sieber-2009
IYD	ATP9A	0.0026857462	Co-expression	Jorissen-Sieber-2009
VAV3	CFTR	0.008691357	Co-expression	Jorissen-Sieber-2009
VAV3	HUNK	0.007240081	Co-expression	Jorissen-Sieber-2009
VAV3	CYP2B6	0.0063313534	Co-expression	Jorissen-Sieber-2009
VAV3	TINAG	0.0054057613	Co-expression	Jorissen-Sieber-2009
VAV3	GGT7	0.006430471	Co-expression	Jorissen-Sieber-2009
VAV3	GRM8	0.0077823326	Co-expression	Jorissen-Sieber-2009
VAV3	NAALADL2	0.004255369	Co-expression	Jorissen-Sieber-2009
VAV3	GNG4	0.007096068	Co-expression	Jorissen-Sieber-2009
VAV3	RAB32	0.006581138	Co-expression	Jorissen-Sieber-2009
VAV3	POFUT1	0.0075858003	Co-expression	Jorissen-Sieber-2009
VAV3	SLC35D3	0.005169657	Co-expression	Jorissen-Sieber-2009
VAV3	AXIN2	0.0041380264	Co-expression	Jorissen-Sieber-2009
VAV3	CDHR1	0.005636054	Co-expression	Jorissen-Sieber-2009
VAV3	NOX1	0.0043198466	Co-expression	Jorissen-Sieber-2009
VAV3	EPDR1	0.0023713019	Co-expression	Jorissen-Sieber-2009
VAV3	SEMA5A	0.0034413587	Co-expression	Jorissen-Sieber-2009
VAV3	TNNC2	0.0048014284	Co-expression	Jorissen-Sieber-2009
VAV3	ASCL2	0.002816684	Co-expression	Jorissen-Sieber-2009
VAV3	CAB39L	0.0034324303	Co-expression	Jorissen-Sieber-2009
VAV3	BCL11A	0.0041909316	Co-expression	Jorissen-Sieber-2009
VAV3	CTTNBP2	0.0021705537	Co-expression	Jorissen-Sieber-2009
VAV3	LRRC2	0.003302109	Co-expression	Jorissen-Sieber-2009
VAV3	CEL	0.0031226971	Co-expression	Jorissen-Sieber-2009
VAV3	SLC39A5	0.003494516	Co-expression	Jorissen-Sieber-2009
VAV3	IHH	0.002812303	Co-expression	Jorissen-Sieber-2009
VAV3	RUBCNL	0.0026981703	Co-expression	Jorissen-Sieber-2009
VAV3	NR1I2	0.0025280935	Co-expression	Jorissen-Sieber-2009
VAV3	QPRT	0.0025365162	Co-expression	Jorissen-Sieber-2009
VAV3	MOGAT3	0.0025273985	Co-expression	Jorissen-Sieber-2009
VAV3	IYD	0.00277586	Co-expression	Jorissen-Sieber-2009
GFI1	OXCT1	0.008916743	Co-expression	Jorissen-Sieber-2009
MCUB	JAK2	0.0073812203	Co-expression	Jorissen-Sieber-2009
MCUB	CD274	0.006872262	Co-expression	Jorissen-Sieber-2009
MCUB	ASPHD2	0.008273586	Co-expression	Jorissen-Sieber-2009
MCUB	ULBP2	0.0070479377	Co-expression	Jorissen-Sieber-2009
MCUB	HPSE	0.0072115976	Co-expression	Jorissen-Sieber-2009
MCUB	OXCT1	0.0069977473	Co-expression	Jorissen-Sieber-2009
MCUB	GNLY	0.006396483	Co-expression	Jorissen-Sieber-2009
MCUB	GBP4	0.004370289	Co-expression	Jorissen-Sieber-2009
TRIB2	LMO4	0.012394821	Co-expression	Jorissen-Sieber-2009
ZSWIM3	GGT7	0.006172579	Co-expression	Jorissen-Sieber-2009
ZSWIM3	GNG4	0.007815909	Co-expression	Jorissen-Sieber-2009
ZSWIM3	FITM2	0.0088570835	Co-expression	Jorissen-Sieber-2009
ZSWIM3	POFUT1	0.008840848	Co-expression	Jorissen-Sieber-2009
ZSWIM3	ZMYND8	0.008686626	Co-expression	Jorissen-Sieber-2009
ZSWIM3	EPDR1	0.0023984467	Co-expression	Jorissen-Sieber-2009
ZSWIM3	ACOT8	0.004564199	Co-expression	Jorissen-Sieber-2009
ZSWIM3	TNNC2	0.0053476826	Co-expression	Jorissen-Sieber-2009
ZSWIM3	BCL11A	0.0038303023	Co-expression	Jorissen-Sieber-2009
ZSWIM3	GPR143	0.0039763288	Co-expression	Jorissen-Sieber-2009
ZSWIM3	TP53RK	0.0029644961	Co-expression	Jorissen-Sieber-2009
ZSWIM3	QPRT	0.0021960994	Co-expression	Jorissen-Sieber-2009
ZSWIM3	ATP9A	0.0024497905	Co-expression	Jorissen-Sieber-2009
GZMA	APOL6	0.008374454	Co-expression	Jorissen-Sieber-2009
GZMA	JAK2	0.0070665684	Co-expression	Jorissen-Sieber-2009
GZMA	CD274	0.0069497055	Co-expression	Jorissen-Sieber-2009
GZMA	ASPHD2	0.006014586	Co-expression	Jorissen-Sieber-2009
GZMA	HPSE	0.0048536095	Co-expression	Jorissen-Sieber-2009
GZMA	GNLY	0.00818492	Co-expression	Jorissen-Sieber-2009
GZMA	GBP4	0.005033832	Co-expression	Jorissen-Sieber-2009
GZMA	MCUB	0.0036228683	Co-expression	Jorissen-Sieber-2009
ENO2	FECH	0.01200987	Co-expression	Jorissen-Sieber-2009
ENO2	ULBP2	0.011720688	Co-expression	Jorissen-Sieber-2009
ENO2	MCUB	0.0046293153	Co-expression	Jorissen-Sieber-2009
TSPAN6	CFTR	0.006445984	Co-expression	Jorissen-Sieber-2009
TSPAN6	HUNK	0.004571447	Co-expression	Jorissen-Sieber-2009
TSPAN6	CYP2B6	0.004608591	Co-expression	Jorissen-Sieber-2009
TSPAN6	TINAG	0.003687458	Co-expression	Jorissen-Sieber-2009
TSPAN6	GGT7	0.0039536385	Co-expression	Jorissen-Sieber-2009
TSPAN6	GRM8	0.0053924597	Co-expression	Jorissen-Sieber-2009
TSPAN6	NAALADL2	0.0028954234	Co-expression	Jorissen-Sieber-2009
TSPAN6	GNG4	0.0055550463	Co-expression	Jorissen-Sieber-2009
TSPAN6	KHDRBS3	0.00416377	Co-expression	Jorissen-Sieber-2009
TSPAN6	FITM2	0.00542511	Co-expression	Jorissen-Sieber-2009
TSPAN6	SPIN3	0.0051573846	Co-expression	Jorissen-Sieber-2009
TSPAN6	RAB32	0.0040764646	Co-expression	Jorissen-Sieber-2009
TSPAN6	TCF7	0.0038766153	Co-expression	Jorissen-Sieber-2009
TSPAN6	CXCL14	0.004924449	Co-expression	Jorissen-Sieber-2009
TSPAN6	POFUT1	0.0060223937	Co-expression	Jorissen-Sieber-2009
TSPAN6	SLC35D3	0.0040252665	Co-expression	Jorissen-Sieber-2009
TSPAN6	SHROOM4	0.004515812	Co-expression	Jorissen-Sieber-2009
TSPAN6	AXIN2	0.0031355622	Co-expression	Jorissen-Sieber-2009
TSPAN6	CDHR1	0.004028603	Co-expression	Jorissen-Sieber-2009
TSPAN6	NOX1	0.0035207747	Co-expression	Jorissen-Sieber-2009
TSPAN6	EPDR1	0.0018668434	Co-expression	Jorissen-Sieber-2009
TSPAN6	SEMA5A	0.0027961985	Co-expression	Jorissen-Sieber-2009
TSPAN6	NKD1	0.0021546928	Co-expression	Jorissen-Sieber-2009
TSPAN6	DDAH2	0.0032383339	Co-expression	Jorissen-Sieber-2009
TSPAN6	TNNC2	0.0032668477	Co-expression	Jorissen-Sieber-2009
TSPAN6	ASCL2	0.002161143	Co-expression	Jorissen-Sieber-2009
TSPAN6	CAB39L	0.0023553458	Co-expression	Jorissen-Sieber-2009
TSPAN6	BCL11A	0.0027929333	Co-expression	Jorissen-Sieber-2009
TSPAN6	CTTNBP2	0.0016257245	Co-expression	Jorissen-Sieber-2009
TSPAN6	LRRC2	0.0020258378	Co-expression	Jorissen-Sieber-2009
TSPAN6	CEL	0.0022323322	Co-expression	Jorissen-Sieber-2009
TSPAN6	SLC39A5	0.0028417583	Co-expression	Jorissen-Sieber-2009
TSPAN6	IHH	0.0021106522	Co-expression	Jorissen-Sieber-2009
TSPAN6	MLH1	0.0021218155	Co-expression	Jorissen-Sieber-2009
TSPAN6	RUBCNL	0.0020466275	Co-expression	Jorissen-Sieber-2009
TSPAN6	NR1I2	0.0019175191	Co-expression	Jorissen-Sieber-2009
TSPAN6	GPR143	0.0027881323	Co-expression	Jorissen-Sieber-2009
TSPAN6	TP53RK	0.001729889	Co-expression	Jorissen-Sieber-2009
TSPAN6	QPRT	0.0017607843	Co-expression	Jorissen-Sieber-2009
TSPAN6	MOGAT3	0.0018486974	Co-expression	Jorissen-Sieber-2009
TSPAN6	ATP9A	0.0017303012	Co-expression	Jorissen-Sieber-2009
TSPAN6	IYD	0.0019390181	Co-expression	Jorissen-Sieber-2009
TSPAN6	VAV3	0.0019685032	Co-expression	Jorissen-Sieber-2009
TSPAN6	ZSWIM3	0.0016542013	Co-expression	Jorissen-Sieber-2009
PRR15	SYT7	0.0055514183	Co-expression	Jorissen-Sieber-2009
PRR15	CFTR	0.0063383305	Co-expression	Jorissen-Sieber-2009
PRR15	CYP2B6	0.0056949654	Co-expression	Jorissen-Sieber-2009
PRR15	GRM8	0.005411846	Co-expression	Jorissen-Sieber-2009
PRR15	NAALADL2	0.0032920896	Co-expression	Jorissen-Sieber-2009
PRR15	GNG4	0.006284886	Co-expression	Jorissen-Sieber-2009
PRR15	RAB32	0.0049235565	Co-expression	Jorissen-Sieber-2009
PRR15	CXCL14	0.0054277587	Co-expression	Jorissen-Sieber-2009
PRR15	SLC35D3	0.005451327	Co-expression	Jorissen-Sieber-2009
PRR15	AXIN2	0.0034762225	Co-expression	Jorissen-Sieber-2009
PRR15	CDHR1	0.0040545166	Co-expression	Jorissen-Sieber-2009
PRR15	NOX1	0.003577287	Co-expression	Jorissen-Sieber-2009
PRR15	EPDR1	0.0020326017	Co-expression	Jorissen-Sieber-2009
PRR15	SEMA5A	0.003204885	Co-expression	Jorissen-Sieber-2009
PRR15	DDAH2	0.003217568	Co-expression	Jorissen-Sieber-2009
PRR15	TNNC2	0.0039663683	Co-expression	Jorissen-Sieber-2009
PRR15	SLC39A5	0.0027618618	Co-expression	Jorissen-Sieber-2009
PRR15	IHH	0.0026812414	Co-expression	Jorissen-Sieber-2009
PRR15	RUBCNL	0.002026503	Co-expression	Jorissen-Sieber-2009
PRR15	NR1I2	0.0021811076	Co-expression	Jorissen-Sieber-2009
PRR15	MOGAT3	0.0021068093	Co-expression	Jorissen-Sieber-2009
PRR15	IYD	0.0023089475	Co-expression	Jorissen-Sieber-2009
PRR15	VAV3	0.001934175	Co-expression	Jorissen-Sieber-2009
PRR15	TSPAN6	0.0015754228	Co-expression	Jorissen-Sieber-2009
ENGASE	TCF7	0.010744008	Co-expression	Jorissen-Sieber-2009
ENGASE	CDHR1	0.008539342	Co-expression	Jorissen-Sieber-2009
ENGASE	EPDR1	0.004063676	Co-expression	Jorissen-Sieber-2009
ENGASE	CEL	0.0057238396	Co-expression	Jorissen-Sieber-2009
ENGASE	SLC39A5	0.006227591	Co-expression	Jorissen-Sieber-2009
ENGASE	IHH	0.004050593	Co-expression	Jorissen-Sieber-2009
ENGASE	MLH1	0.0062901718	Co-expression	Jorissen-Sieber-2009
ENGASE	RUBCNL	0.0041598403	Co-expression	Jorissen-Sieber-2009
ENGASE	QPRT	0.0033012412	Co-expression	Jorissen-Sieber-2009
ENGASE	ATP9A	0.0035374835	Co-expression	Jorissen-Sieber-2009
ENGASE	TSPAN6	0.0024725858	Co-expression	Jorissen-Sieber-2009
PLAGL2	NOL4L	0.0050899214	Co-expression	Jorissen-Sieber-2009
PLAGL2	SYT7	0.004795674	Co-expression	Jorissen-Sieber-2009
