TSPAN6 avgexpression:10.996833
t1=-1.091750  pval1=0.275735
t2=-4.289275  pval2=0.000023
t3=-2.197887  pval3=0.029637
MESP1 avgexpression:6.164538
t1=-0.952724  pval1=0.341423
t2=-0.222993  pval2=0.823669
t3=0.489844  pval3=0.625028
ANPEP avgexpression:12.492182
t1=0.332390  pval1=0.739804
t2=1.064196  pval2=0.287963
t3=0.495275  pval3=0.621199
SCNN1G avgexpression:3.613158
t1=1.119215  pval1=0.263857
t2=3.108592  pval2=0.002032
t3=1.331949  pval3=0.185089
RBPMS2 avgexpression:8.775528
t1=2.733821  pval1=0.006596
t2=4.528584  pval2=0.000008
t3=1.077283  pval3=0.283247
NAV2 avgexpression:11.158889
t1=0.685691  pval1=0.493387
t2=7.220457  pval2=0.000000
t3=4.654078  pval3=0.000008
ANKDD1A avgexpression:7.448943
t1=4.101030  pval1=0.000052
t2=5.179018  pval2=0.000000
t3=0.246828  pval3=0.805411
GLYATL1 avgexpression:3.786420
t1=-0.175284  pval1=0.860963
t2=4.431211  pval2=0.000013
t3=3.115517  pval3=0.002237
C18orf54 avgexpression:8.328337
t1=0.187971  pval1=0.851014
t2=-2.902675  pval2=0.003931
t3=-2.218010  pval3=0.028201
DCTN5 avgexpression:12.052431
t1=-1.575642  pval1=0.116061
t2=-1.508718  pval2=0.132260
t3=0.252179  pval3=0.801280
TERF2IP avgexpression:11.519513
t1=1.708220  pval1=0.088530
t2=2.284735  pval2=0.022918
t3=0.133637  pval3=0.893886
PLK1 avgexpression:11.488634
t1=-1.810346  pval1=0.071146
t2=-3.826528  pval2=0.000154
t3=-1.022657  pval3=0.308272
CLPX avgexpression:11.531943
t1=-1.853950  pval1=0.064633
t2=-4.387118  pval2=0.000015
t3=-1.687837  pval3=0.093718
GPR182 avgexpression:3.447956
t1=1.623095  pval1=0.105518
t2=1.529689  pval2=0.126984
t3=-0.308632  pval3=0.758070
ZBTB39 avgexpression:9.857767
t1=-2.549586  pval1=0.011234
t2=-0.068084  pval2=0.945757
t3=2.530209  pval3=0.012531
CACNG2 avgexpression:2.198530
t1=0.075953  pval1=0.939502
t2=3.100453  pval2=0.002087
t3=2.142224  pval3=0.033944
TAC3 avgexpression:5.447847
t1=2.839038  pval1=0.004804
t2=2.466007  pval2=0.014135
t3=-0.654199  pval3=0.514081
MYO1A avgexpression:10.158634
t1=0.158368  pval1=0.874264
t2=-2.035670  pval2=0.042526
t3=-1.553717  pval3=0.122559
CHP2 avgexpression:5.783518
t1=0.535781  pval1=0.592468
t2=-0.741607  pval2=0.458816
t3=-0.967219  pval3=0.335139
NEMP1 avgexpression:10.881963
t1=-0.655500  pval1=0.512600
t2=0.904601  pval2=0.366290
t3=1.173778  pval3=0.242520
OR4D6 avgexpression:0.328957
t1=-0.415365  pval1=0.678143
t2=0.723282  pval2=0.469983
t3=0.949971  pval3=0.343800
NAB2 avgexpression:10.242094
t1=-0.803545  pval1=0.422235
t2=3.685727  pval2=0.000264
t3=3.155587  pval3=0.001970
VPS39 avgexpression:12.061601
t1=1.743920  pval1=0.082099
t2=2.224858  pval2=0.026719
t3=0.114376  pval3=0.909107
STAT6 avgexpression:13.796404
t1=-0.690815  pval1=0.490165
t2=0.130683  pval2=0.896100
t3=0.779781  pval3=0.436865
PATL1 avgexpression:12.554151
t1=-1.488145  pval1=0.137662
t2=-4.287337  pval2=0.000023
t3=-1.919354  pval3=0.057019
ATP23 avgexpression:8.504188
t1=-0.938911  pval1=0.348459
t2=-2.217365  pval2=0.027231
t3=-0.952749  pval3=0.342395
ELFN2 avgexpression:6.327497
t1=-1.215352  pval1=0.225095
t2=6.143772  pval2=0.000000
t3=5.247116  pval3=0.000001
STX3 avgexpression:11.778875
t1=-1.299144  pval1=0.194796
t2=0.972188  pval2=0.331619
t3=2.208421  pval3=0.028877
MRPL16 avgexpression:11.109163
t1=-1.322787  pval1=0.186817
t2=-8.103511  pval2=0.000000
t3=-4.637515  pval3=0.000008
PIP4K2C avgexpression:11.771182
t1=-1.131208  pval1=0.258784
t2=-2.368226  pval2=0.018409
t3=-0.918561  pval3=0.359940
MTMR10 avgexpression:10.996491
t1=1.920487  pval1=0.055653
t2=-3.405736  pval2=0.000735
t3=-4.155945  pval3=0.000057
YWHAB avgexpression:15.034307
t1=-0.679750  pval1=0.497137
t2=6.655952  pval2=0.000000
t3=6.179022  pval3=0.000000
C15orf48 avgexpression:9.940211
t1=-0.157466  pval1=0.874974
t2=-5.034231  pval2=0.000001
t3=-3.611067  pval3=0.000427
SCG5 avgexpression:7.490871
t1=0.147503  pval1=0.882824
t2=4.204986  pval2=0.000033
t3=2.609169  pval3=0.010084
GREM1 avgexpression:13.259694
t1=1.537294  pval1=0.125174
t2=1.239295  pval2=0.216055
t3=-0.380801  pval3=0.703941
NYAP1 avgexpression:5.015535
t1=0.373039  pval1=0.709357
t2=4.758575  pval2=0.000003
t3=3.067896  pval3=0.002599
TSC22D4 avgexpression:11.833276
t1=-2.773113  pval1=0.005866
t2=0.560892  pval2=0.575225
t3=2.873279  pval3=0.004710
MS4A6E avgexpression:1.316989
t1=-0.111190  pval1=0.911533
t2=0.829516  pval2=0.407370
t3=0.739503  pval3=0.460867
MS4A7 avgexpression:9.987382
t1=2.602627  pval1=0.009666
t2=0.147980  pval2=0.882442
t3=-2.234143  pval3=0.027094
MS4A14 avgexpression:6.490892
t1=2.377409  pval1=0.018001
t2=0.948479  pval2=0.343531
t3=-1.404932  pval3=0.162305
MS4A5 avgexpression:0.575798
t1=-0.204472  pval1=0.838110
t2=1.478273  pval2=0.140222
t3=1.374404  pval3=0.171560
DIS3L avgexpression:10.783210
t1=0.085008  pval1=0.932306
t2=-4.118713  pval2=0.000047
t3=-3.098781  pval3=0.002358
CCNDBP1 avgexpression:11.123177
t1=0.718790  pval1=0.472776
t2=-3.997973  pval2=0.000078
t3=-3.702008  pval3=0.000309
EPB42 avgexpression:1.266311
t1=-0.885196  pval1=0.376691
t2=0.937160  pval2=0.349313
t3=1.423382  pval3=0.156899
TGM6 avgexpression:0.954202
t1=0.418509  pval1=0.675846
t2=1.235510  pval2=0.217458
t3=0.660379  pval3=0.510119
SMAD3 avgexpression:12.352839
t1=-2.214657  pval1=0.027462
t2=0.524805  pval2=0.600046
t3=2.301270  pval3=0.022885
MS4A8 avgexpression:7.505680
t1=2.548286  pval1=0.011275
t2=2.761088  pval2=0.006060
t3=-0.162179  pval3=0.871404
CCDC178 avgexpression:3.057448
t1=1.615931  pval1=0.107059
t2=2.296212  pval2=0.022246
t3=0.267856  pval3=0.789213
MS4A15 avgexpression:3.675026
t1=1.010469  pval1=0.313007
t2=4.920852  pval2=0.000001
t3=3.318640  pval3=0.001159
MAP1A avgexpression:10.519299
t1=2.757231  pval1=0.006152
t2=4.128819  pval2=0.000045
t3=0.637092  pval3=0.525128
RCCD1 avgexpression:9.843863
t1=-0.580518  pval1=0.561959
t2=-2.300319  pval2=0.022009
t3=-1.356238  pval3=0.177254
AKTIP avgexpression:9.986903
t1=2.033580  pval1=0.042789
t2=0.367247  pval2=0.713654
t3=-1.753994  pval3=0.081668
MAPRE2 avgexpression:12.121853
t1=4.301712  pval1=0.000022
t2=3.630518  pval2=0.000324
t3=-0.907323  pval3=0.365829
EVA1C avgexpression:9.452344
t1=1.210578  pval1=0.226918
t2=3.188185  pval2=0.001559
t3=1.347588  pval3=0.180015
TCP10L2 avgexpression:2.603817
t1=-0.054505  pval1=0.956565
t2=4.879694  pval2=0.000002
t3=3.549069  pval3=0.000530
MARS1 avgexpression:12.316692
t1=-2.146407  pval1=0.032565
t2=-1.982922  pval2=0.048146
t3=0.456318  pval3=0.648884
MBD6 avgexpression:12.166087
t1=-0.715721  pval1=0.474667
t2=2.908154  pval2=0.003864
t3=2.934388  pval3=0.003920
CNPY4 avgexpression:8.450558
t1=1.782579  pval1=0.075569
t2=7.020718  pval2=0.000000
t3=3.032859  pval3=0.002898
PDIA3 avgexpression:15.053093
t1=-0.180293  pval1=0.857033
t2=-2.707500  pval2=0.007107
t3=-2.069412  pval3=0.040387
NUDT21 avgexpression:12.478604
t1=-0.923471  pval1=0.356432
t2=-2.670963  pval2=0.007912
t3=-1.244154  pval3=0.215567
NAT16 avgexpression:2.277430
t1=-2.127754  pval1=0.034094
t2=3.074272  pval2=0.002274
t3=3.848931  pval3=0.000181
TERB2 avgexpression:0.896429
t1=0.614479  pval1=0.539320
t2=1.110495  pval2=0.267537
t3=0.308582  pval3=0.758108
NKX3-1 avgexpression:7.459048
t1=2.891792  pval1=0.004083
t2=-2.625990  pval2=0.009014
t3=-3.733724  pval3=0.000276
SGSM1 avgexpression:7.925491
t1=1.343643  pval1=0.179981
t2=5.748135  pval2=0.000000
t3=2.795139  pval3=0.005933
DUSP18 avgexpression:9.298612
t1=0.180950  pval1=0.856517
t2=4.456543  pval2=0.000011
t3=2.819930  pval3=0.005517
TEF avgexpression:9.882846
t1=0.705087  pval1=0.481251
t2=4.457883  pval2=0.000011
t3=2.636847  pval3=0.009335
MEI1 avgexpression:7.542786
t1=3.457987  pval1=0.000615
t2=1.024854  pval2=0.306130
t3=-1.997915  pval3=0.047706
B4GALNT2 avgexpression:4.102083
t1=-0.662328  pval1=0.508221
t2=1.224398  pval2=0.221614
t3=1.346522  pval3=0.180358
PBX3 avgexpression:10.502599
t1=1.515182  pval1=0.130678
t2=3.048941  pval2=0.002469
t3=1.086420  pval3=0.279201
GNGT2 avgexpression:6.165544
t1=3.250377  pval1=0.001271
t2=0.078898  pval2=0.937158
t3=-2.770131  pval3=0.006381
PHB avgexpression:12.125292
t1=-4.332814  pval1=0.000020
t2=-4.221413  pval2=0.000031
t3=0.793047  pval3=0.429121
SNRPD1 avgexpression:11.934460
t1=-1.599019  pval1=0.110768
t2=-2.130627  pval2=0.033807
t3=-0.146482  pval3=0.883756
TTC16 avgexpression:4.028488
t1=0.568988  pval1=0.569749
t2=1.153488  pval2=0.249486
t3=0.400371  pval3=0.689507
SUN5 avgexpression:0.800181
t1=-0.670107  pval1=0.503255
t2=1.445065  pval2=0.149322
t3=1.595866  pval3=0.112823
SAMD14 avgexpression:7.567855
t1=0.917730  pval1=0.359427
t2=7.598349  pval2=0.000000
t3=4.824780  pval3=0.000004
PIP5KL1 avgexpression:5.750466
t1=0.304470  pval1=0.760960
t2=2.659692  pval2=0.008176
t3=1.512380  pval3=0.132741
BPIFB6 avgexpression:0.573935
t1=0.149313  pval1=0.881397
t2=1.788548  pval2=0.074540
t3=1.248974  pval3=0.213805
TMEM92 avgexpression:9.390215
t1=0.097472  pval1=0.922410
t2=-0.378603  pval2=0.705209
t3=-0.364111  pval3=0.716337
FAM102A avgexpression:13.114840
t1=-1.503236  pval1=0.133729
t2=2.111043  pval2=0.035467
t3=2.793698  pval3=0.005958
ACSF2 avgexpression:10.064764
t1=2.181836  pval1=0.029822
t2=4.831250  pval2=0.000002
t3=1.795284  pval3=0.074813
GOLGA2 avgexpression:12.259580
t1=-2.589670  pval1=0.010030
t2=-1.331060  pval2=0.184024
t3=1.296974  pval3=0.196820
TRUB2 avgexpression:11.082533
t1=-3.713032  pval1=0.000240
t2=-1.739559  pval2=0.082803
t3=2.103465  pval3=0.037253
COQ4 avgexpression:11.354987
t1=-2.866519  pval1=0.004415
t2=-3.036685  pval2=0.002569
t3=0.232673  pval3=0.816363
SLC27A4 avgexpression:11.818896
t1=-3.712333  pval1=0.000241
t2=-3.376052  pval2=0.000817
t3=0.872655  pval3=0.384378
ANKRD40CL avgexpression:7.628980
t1=0.407667  pval1=0.683781
t2=0.841038  pval2=0.400893
t3=0.232138  pval3=0.816777
URM1 avgexpression:12.047024
t1=-3.357833  pval1=0.000877
t2=-0.357708  pval2=0.720775
t3=2.596678  pval3=0.010440
CERCAM avgexpression:11.209157
t1=0.306766  pval1=0.759214
t2=0.098551  pval2=0.921551
t3=-0.188612  pval3=0.850676
DOLPP1 avgexpression:10.274205
t1=-2.175637  pval1=0.030287
t2=-1.134275  pval2=0.257444
t3=1.054512  pval3=0.293505
CCDC103 avgexpression:0.745537
t1=-0.329174  pval1=0.742232
t2=-1.112367  pval2=0.266733
t3=-0.555450  pval3=0.579493
ENDOG avgexpression:8.415789
t1=-3.317823  pval1=0.001008
t2=-2.958517  pval2=0.003299
t3=0.509995  pval3=0.610875
TBC1D21 avgexpression:0.753236
t1=-0.729548  pval1=0.466181
t2=0.017175  pval2=0.986306
t3=0.642757  pval3=0.521456
PRRX2 avgexpression:8.365746
t1=-0.012789  pval1=0.989804
t2=0.314739  pval2=0.753145
t3=0.236665  pval3=0.813271
UGT1A6 avgexpression:5.128235
t1=-0.510803  pval1=0.609829
t2=1.330147  pval2=0.184324
t3=1.311627  pval3=0.191840
C15orf39 avgexpression:11.871243
t1=-1.631799  pval1=0.103670
t2=1.639965  pval2=0.101898
t3=2.651144  pval3=0.008967
ISLR2 avgexpression:6.881861
t1=2.253724  pval1=0.024865
t2=4.954307  pval2=0.000001
t3=1.500080  pval3=0.135895
SP2 avgexpression:11.649400
t1=-0.875973  pval1=0.381678
t2=-1.387729  pval2=0.166090
t3=-0.224663  pval3=0.822576
PRR15L avgexpression:12.079578
t1=0.422357  pval1=0.673038
t2=-4.981653  pval2=0.000001
t3=-3.741229  pval3=0.000268
COQ7 avgexpression:9.904050
t1=-0.456648  pval1=0.648222
t2=-1.049780  pval2=0.294534
t3=-0.412313  pval3=0.680754
GPRC5B avgexpression:11.348250
t1=3.021271  pval1=0.002713
t2=5.074202  pval2=0.000001
t3=1.152954  pval3=0.250937
CRK avgexpression:12.537948
t1=0.306601  pval1=0.759339
t2=-4.002466  pval2=0.000076
t3=-3.548164  pval3=0.000532
C16orf92 avgexpression:0.810550
t1=0.698104  pval1=0.485601
t2=1.821764  pval2=0.069332
t3=0.741261  pval3=0.459804
GOLGA6C avgexpression:0.345363
t1=1.011546  pval1=0.312492
t2=1.348075  pval2=0.178494
t3=0.123535  pval3=0.901865
FBXO22 avgexpression:10.644804
t1=-1.125307  pval1=0.261272
t2=-3.641772  pval2=0.000311
t3=-1.722183  pval3=0.087293
TBC1D2B avgexpression:11.551716
t1=1.898342  pval1=0.058518
t2=2.892512  pval2=0.004057
t3=0.446084  pval3=0.656241
NOD2 avgexpression:7.539632
t1=1.859180  pval1=0.063886
t2=1.651461  pval2=0.099529
t3=-0.401614  pval3=0.688594
SNX20 avgexpression:8.385255
t1=3.331930  pval1=0.000960
t2=-0.306857  pval2=0.759133
t3=-3.427255  pval3=0.000805
LOXHD1 avgexpression:4.167191
t1=2.230699  pval1=0.026369
t2=4.198575  pval2=0.000034
t3=1.243794  pval3=0.215699
KATNAL2 avgexpression:6.724159
t1=1.649224  pval1=0.100048
t2=2.109702  pval2=0.035584
t3=0.112615  pval3=0.910501
HDHD2 avgexpression:5.447381
t1=0.868621  pval1=0.385682
t2=0.238006  pval2=0.812013
t3=-0.635505  pval3=0.526159
ZNF91 avgexpression:10.767820
t1=2.309168  pval1=0.021548
t2=0.409208  pval2=0.682634
t3=-1.629432  pval3=0.105519
IGF2 avgexpression:7.610105
t1=0.295195  pval1=0.768030
t2=3.379084  pval2=0.000808
t3=2.395175  pval3=0.017965
RNF214 avgexpression:9.753044
t1=-0.726532  pval1=0.468025
t2=-0.165412  pval2=0.868714
t3=0.550404  pval3=0.582939
CDK12 avgexpression:12.500625
t1=-1.206050  pval1=0.228657
t2=1.883302  pval2=0.060477
t3=2.331950  pval3=0.021161
DPEP2 avgexpression:6.938794
t1=2.801882  pval1=0.005379
t2=1.038681  pval2=0.299660
t3=-1.851932  pval3=0.066188
DUS2 avgexpression:9.257713
t1=-0.814832  pval1=0.415753
t2=-4.010004  pval2=0.000074
t3=-2.287281  pval3=0.023712
POP5 avgexpression:9.896911
t1=-1.591916  pval1=0.112355
t2=-2.403952  pval2=0.016731
t3=-0.368731  pval3=0.712897
ENGASE avgexpression:10.324935
t1=-0.080996  pval1=0.935494
t2=-0.420091  pval2=0.674673
t3=-0.248475  pval3=0.804139
RBFOX3 avgexpression:4.797589
t1=2.776018  pval1=0.005815
t2=2.459633  pval2=0.014384
t3=-0.723568  pval3=0.470565
ATP5MG avgexpression:11.055919
t1=0.453532  pval1=0.650462
t2=-1.577556  pval2=0.115558
t3=-1.620540  pval3=0.107416
CD3D avgexpression:8.553977
t1=3.580783  pval1=0.000394
t2=-1.518677  pval2=0.129734
t3=-4.792391  pval3=0.000004
TBC1D16 avgexpression:12.135531
t1=-0.385038  pval1=0.700455
t2=4.998533  pval2=0.000001
t3=4.064679  pval3=0.000081
TEPSIN avgexpression:8.868918
t1=1.157118  pval1=0.248056
t2=4.282456  pval2=0.000024
t3=2.347256  pval3=0.020344
MYO5B avgexpression:12.349749
t1=-1.755792  pval1=0.080046
t2=-6.351012  pval2=0.000000
t3=-3.749085  pval3=0.000261
ART5 avgexpression:3.890217
t1=-0.153381  pval1=0.878191
t2=2.261909  pval2=0.024307
t3=1.822442  pval3=0.070569
ACAA2 avgexpression:11.704935
t1=-1.219372  pval1=0.223569
t2=-1.332866  pval2=0.183430
t3=0.023169  pval3=0.981549
STIM1 avgexpression:11.717394
t1=-1.026605  pval1=0.305354
t2=2.856417  pval2=0.004537
t3=3.116865  pval3=0.002228
RRM1 avgexpression:11.920591
t1=-2.728695  pval1=0.006697
t2=-6.251939  pval2=0.000000
t3=-2.254774  pval3=0.025734
OR51E2 avgexpression:3.713014
t1=0.426523  pval1=0.670004
t2=2.526213  pval2=0.011964
t3=1.425958  pval3=0.156155
TRIM68 avgexpression:9.497550
t1=-0.157943  pval1=0.874598
t2=-1.689324  pval2=0.092035
t3=-0.964907  pval3=0.336291
MMP26 avgexpression:0.757340
t1=-0.632670  pval1=0.527385
t2=1.043920  pval2=0.297233
t3=1.420089  pval3=0.157854
OR51B5 avgexpression:1.580246
t1=0.136082  pval1=0.891839
t2=3.373735  pval2=0.000823
t3=2.547217  pval3=0.011963
OR51I1 avgexpression:0.203914
t1=0.511200  pval1=0.609551
t2=0.521361  pval2=0.602440
t3=-0.075669  pval3=0.939793
OR51Q1 avgexpression:0.482645
t1=-0.143572  pval1=0.885926
t2=1.942597  pval2=0.052855
t3=1.987758  pval3=0.048832
FN3K avgexpression:10.761004
t1=0.445669  pval1=0.656127
t2=-2.257411  pval2=0.024590
t3=-2.031606  pval3=0.044127
PRRT2 avgexpression:6.573418
t1=2.204519  pval1=0.028173
t2=5.871790  pval2=0.000000
t3=2.357302  pval3=0.019824
ZNF23 avgexpression:5.243959
t1=1.090986  pval1=0.276070
t2=2.411607  pval2=0.016389
t3=0.870445  pval3=0.385580
IRGQ avgexpression:11.100638
t1=-0.320293  pval1=0.748948
t2=1.477723  pval2=0.140369
t3=1.411837  pval3=0.160265
ZNF226 avgexpression:9.382623
t1=1.558907  pval1=0.119971
t2=2.316810  pval2=0.021083
t3=0.239375  pval3=0.811172
ZNF180 avgexpression:9.095342
t1=0.392123  pval1=0.695219
t2=-0.093236  pval2=0.925768
t3=-0.337529  pval3=0.736235
PPP2R3B avgexpression:9.284542
t1=1.662078  pval1=0.097441
t2=2.517572  pval2=0.012256
t3=0.443529  pval3=0.658083
PPP2R3B avgexpression:0.000000
t1=nan  pval1=nan
t2=nan  pval2=nan
t3=nan  pval3=nan
ZNF668 avgexpression:8.273040
t1=-1.136777  pval1=0.256451
t2=0.868664  pval2=0.385618
t3=1.610099  pval3=0.109678
ZNF646 avgexpression:10.901605
t1=-0.337807  pval1=0.735722
t2=4.378125  pval2=0.000016
t3=3.821516  pval3=0.000200
VKORC1 avgexpression:8.723624
t1=1.051055  pval1=0.293998
t2=1.964256  pval2=0.050280
t3=0.509951  pval3=0.610906
GNG8 avgexpression:2.459666
t1=2.335785  pval1=0.020097
t2=2.788331  pval2=0.005583
t3=0.011794  pval3=0.990607
LPO avgexpression:3.011846
t1=-0.215098  pval1=0.829823
t2=1.075306  pval2=0.282968
t3=1.080300  pval3=0.281907
CA4 avgexpression:4.845842
t1=-0.449726  pval1=0.653202
t2=5.085508  pval2=0.000001
t3=4.492081  pval3=0.000015
SMG8 avgexpression:9.606232
t1=-1.830553  pval1=0.068064
t2=-0.278721  pval2=0.780621
t3=1.478582  pval3=0.141548
TPM4 avgexpression:15.093278
t1=-0.193699  pval1=0.846530
t2=-1.521310  pval2=0.129072
t3=-0.992313  pval3=0.322794
RAB8A avgexpression:10.979171
t1=-0.174163  pval1=0.861843
t2=-5.629160  pval2=0.000000
t3=-3.998099  pval3=0.000104
GPX4 avgexpression:13.447980
t1=-2.098910  pval1=0.036580
t2=-1.820395  pval2=0.069541
t3=0.504551  pval3=0.614685
MIDN avgexpression:13.229201
t1=-2.115554  pval1=0.035127
t2=-1.358536  pval2=0.175156
t3=0.742766  pval3=0.458895
JSRP1 avgexpression:7.061366
t1=2.121303  pval1=0.034637
t2=1.055459  pval2=0.291933
t3=-0.983632  pval3=0.327030
NIBAN3 avgexpression:5.730113
t1=2.993730  pval1=0.002963
t2=3.648023  pval2=0.000304
t3=0.209065  pval3=0.834708
KLHL26 avgexpression:9.605720
t1=-1.102937  pval1=0.270853
t2=-1.890210  pval2=0.059544
t3=-0.379264  pval3=0.705079
GATAD2A avgexpression:12.682983
t1=-2.799984  pval1=0.005410
t2=-4.202234  pval2=0.000033
t3=-0.696735  pval3=0.487149
MVD avgexpression:10.754058
t1=-1.494419  pval1=0.136016
t2=-1.600343  pval2=0.110412
t3=0.128251  pval3=0.898139
CDT1 avgexpression:10.764519
t1=-2.947349  pval1=0.003432
t2=-4.688302  pval2=0.000004
t3=-0.931294  pval3=0.353340
TRAPPC2L avgexpression:10.805115
t1=-1.348259  pval1=0.178494
t2=-1.074122  pval2=0.283497
t3=0.367223  pval3=0.714019
ANKRD11 avgexpression:13.367855
t1=-0.887967  pval1=0.375201
t2=1.411505  pval2=0.158972
t3=1.774249  pval3=0.078243
SPATA33 avgexpression:9.074733
t1=-1.329802  pval1=0.184496
t2=0.743663  pval2=0.457572
t3=1.865317  pval3=0.064276
RSKR avgexpression:8.019663
t1=0.752893  pval1=0.452048
t2=4.358784  pval2=0.000017
t3=2.769753  pval3=0.006388
PROCA1 avgexpression:6.815636
t1=2.702749  pval1=0.007231
t2=10.076674  pval2=0.000000
t3=5.288991  pval3=0.000000
RPL13 avgexpression:16.184116
t1=-1.507069  pval1=0.132744
t2=-1.395557  pval2=0.163720
t3=0.229965  pval3=0.818462
ZNF641 avgexpression:10.281350
t1=1.505325  pval1=0.133191
t2=4.445171  pval2=0.000012
t3=1.749190  pval3=0.082498
LALBA avgexpression:0.441223
t1=0.092775  pval1=0.926138
t2=1.209525  pval2=0.227266
t3=0.876750  pval3=0.382157
CACNB3 avgexpression:10.248789
t1=-1.742709  pval1=0.082310
t2=2.705150  pval2=0.007157
t3=3.461299  pval3=0.000717
DHRS13 avgexpression:7.750014
t1=-0.755614  pval1=0.450416
t2=-3.313907  pval2=0.001015
t3=-1.921945  pval3=0.056689
TP53I13 avgexpression:10.978433
t1=0.597306  pval1=0.550710
t2=2.029491  pval2=0.043154
t3=1.001977  pval3=0.318121
KMT2D avgexpression:13.323232
t1=-1.561237  pval1=0.119421
t2=1.614266  pval2=0.107358
t3=2.714663  pval3=0.007488
CORO6 avgexpression:5.929642
t1=1.428963  pval1=0.153955
t2=3.961213  pval2=0.000090
t3=1.723426  pval3=0.087068
RHEBL1 avgexpression:6.004284
t1=-0.545132  pval1=0.586029
t2=-0.948083  pval2=0.343732
t3=-0.233994  pval3=0.815339
TUBA1A avgexpression:12.388464
t1=2.853137  pval1=0.004601
t2=3.199832  pval2=0.001499
t3=-0.116775  pval3=0.907209
TUBA1C avgexpression:13.352600
t1=-3.078028  pval1=0.002257
t2=-2.492295  pval2=0.013147
t3=0.981291  pval3=0.328179
ZNF610 avgexpression:5.944520
t1=2.475901  pval1=0.013788
t2=4.924767  pval2=0.000001
t3=1.494321  pval3=0.137392
ZNF528 avgexpression:8.232898
t1=3.078581  pval1=0.002253
t2=6.848121  pval2=0.000000
t3=2.295137  pval3=0.023245
ZNF701 avgexpression:8.815565
t1=2.068456  pval1=0.039371
t2=1.999004  pval2=0.046370
t3=-0.286808  pval3=0.774692
SERTAD3 avgexpression:10.124743
t1=0.918030  pval1=0.359270
t2=-0.598856  pval2=0.549651
t3=-1.149090  pval3=0.252521
NCKAP5L avgexpression:10.562141
t1=0.498882  pval1=0.618193
t2=5.367989  pval2=0.000000
t3=3.057291  pval3=0.002686
RAB4B avgexpression:5.885163
t1=3.309265  pval1=0.001038
t2=4.342403  pval2=0.000018
t3=0.365535  pval3=0.715276
AQP2 avgexpression:3.744684
t1=2.657172  pval1=0.008261
t2=1.573556  pval2=0.116481
t3=-1.181798  pval3=0.239333
GPD1 avgexpression:8.980050
t1=0.117486  pval1=0.906546
t2=1.080065  pval2=0.280847
t3=0.684780  pval3=0.494640
PROSER3 avgexpression:10.259780
t1=0.054493  pval1=0.956575
t2=3.342451  pval2=0.000919
t3=2.678612  pval3=0.008298
CYP2S1 avgexpression:13.182034
t1=0.251425  pval1=0.801641
t2=-3.182366  pval2=0.001590
t3=-2.507641  pval3=0.013322
AXL avgexpression:11.603422
t1=0.905655  pval1=0.365775
t2=2.836930  pval2=0.004816
t3=1.101749  pval3=0.272503
NFKBID avgexpression:8.623875
t1=2.856890  pval1=0.004548
t2=1.397412  pval2=0.163162
t3=-1.641838  pval3=0.102917
TMC4 avgexpression:12.066162
t1=-0.479696  pval1=0.631759
t2=-0.623018  pval2=0.533673
t3=-0.016566  pval3=0.986807
ANKRD33 avgexpression:2.276371
t1=0.119773  pval1=0.904735
t2=3.104521  pval2=0.002059
t3=2.219800  pval3=0.028076
LAIR1 avgexpression:10.356850
t1=2.323537  pval1=0.020754
t2=-0.906515  pval2=0.365278
t3=-2.766406  pval3=0.006451
TTYH1 avgexpression:6.786852
t1=1.944110  pval1=0.052727
t2=7.414614  pval2=0.000000
t3=4.301530  pval3=0.000032
LENG8 avgexpression:12.843716
t1=1.087339  pval1=0.277676
t2=2.596340  pval2=0.009814
t3=1.106831  pval3=0.270307
CDC42EP5 avgexpression:11.427896
t1=0.128123  pval1=0.898130
t2=-2.915262  pval2=0.003780
t3=-1.895490  pval3=0.060134
LAIR2 avgexpression:4.975773
t1=-0.878340  pval1=0.380394
t2=-3.535247  pval2=0.000461
t3=-1.687682  pval3=0.093748
TMEM145 avgexpression:5.779428
t1=0.103804  pval1=0.917387
t2=2.042663  pval2=0.041824
t3=1.617337  pval3=0.108106
ZNF526 avgexpression:9.978306
t1=-1.509422  pval1=0.132142
t2=4.616096  pval2=0.000005
t3=5.408860  pval3=0.000000
TRAPPC9 avgexpression:11.776558
t1=-0.556240  pval1=0.578422
t2=1.573719  pval2=0.116443
t3=1.619748  pval3=0.107586
KIR3DL1 avgexpression:2.470371
t1=1.002081  pval1=0.317034
t2=-3.083411  pval2=0.002207
t3=-3.141417  pval3=0.002061
NLRP7 avgexpression:4.550164
t1=1.355317  pval1=0.176238
t2=1.660938  pval2=0.097609
t3=0.063339  pval3=0.949589
ZNF146 avgexpression:12.364845
t1=-0.866896  pval1=0.386625
t2=0.197563  pval2=0.843500
t3=1.014659  pval3=0.312057
ZNF283 avgexpression:8.584302
t1=-0.292298  pval1=0.770241
t2=-1.402770  pval2=0.161559
t3=-0.631360  pval3=0.528857
PPP1R14A avgexpression:8.966632
t1=2.016085  pval1=0.044596
t2=6.206910  pval2=0.000000
t3=3.210350  pval3=0.001652
SPINT2 avgexpression:12.854465
t1=-1.649899  pval1=0.099909
t2=-1.076697  pval2=0.282347
t3=0.761461  pval3=0.447690
C19orf33 avgexpression:0.000000
t1=nan  pval1=nan
t2=nan  pval2=nan
t3=nan  pval3=nan
YIF1B avgexpression:10.950154
