TSPAN6 avgexpression:6.531377
CSF2 avgexpression:1.311752
t2=-3.497532  pval2=0.000526
t3=-1.936034  pval3=0.054573
SEPTIN8 avgexpression:5.108109
t2=1.487984  pval2=0.137598
t3=0.817810  pval3=0.414645
SHROOM1 avgexpression:4.932356
t2=9.838965  pval2=0.000000
t3=6.853468  pval3=0.000000
GDF9 avgexpression:0.392368
t2=1.636891  pval2=0.102494
t3=1.647593  pval3=0.101339
UQCRQ avgexpression:7.179619
t2=1.618254  pval2=0.106451
t3=1.578837  pval3=0.116289
LEAP2 avgexpression:1.801645
t2=0.878746  pval2=0.380103
t3=0.172067  pval3=0.863596
GJB7 avgexpression:0.293179
t2=-0.368503  pval2=0.712707
t3=0.580048  pval3=0.562673
SLC35A1 avgexpression:4.300621
t2=-4.709195  pval2=0.000004
t3=-2.844779  pval3=0.005007
GRIK2 avgexpression:0.247890
t2=0.942136  pval2=0.346731
t3=1.123441  pval3=0.262882
CGAS avgexpression:2.919844
t2=-2.846953  pval2=0.004657
t3=-2.005017  pval3=0.046596
FABP7 avgexpression:0.139497
t2=0.367626  pval2=0.713360
t3=1.338785  pval3=0.182482
TLX3 avgexpression:0.164319
t2=-1.267985  pval2=0.205592
t3=-0.744867  pval3=0.457412
TXLNB avgexpression:0.487649
t2=1.690119  pval2=0.091839
t3=0.635743  pval3=0.525825
CITED2 avgexpression:5.069605
t2=-5.949014  pval2=0.000000
t3=-5.702856  pval3=0.000000
CALHM4 avgexpression:0.010967
t2=0.652229  pval2=0.514654
t3=0.101815  pval3=0.919027
TBXT avgexpression:0.114942
t2=1.126632  pval2=0.260620
t3=0.718364  pval3=0.473549
CREBRF avgexpression:2.389670
t2=1.091053  pval2=0.275952
t3=-0.376954  pval3=0.706692
DCBLD1 avgexpression:3.662332
t2=-5.540484  pval2=0.000000
t3=-4.180518  pval3=0.000047
SFXN1 avgexpression:4.673929
t2=-9.063490  pval2=0.000000
t3=-7.167815  pval3=0.000000
SAMD3 avgexpression:0.556939
t2=-2.600989  pval2=0.009664
t3=-1.027129  pval3=0.305863
TMEM200A avgexpression:3.507897
t2=2.065073  pval2=0.039605
t3=0.908920  pval3=0.364718
IL22RA2 avgexpression:0.334117
t2=-1.994262  pval2=0.046849
t3=-1.907952  pval3=0.058134
DACT2 avgexpression:1.124044
t2=2.640238  pval2=0.008632
t3=1.666240  pval3=0.097563
PDSS2 avgexpression:4.577987
t2=0.301508  pval2=0.763195
t3=0.217574  pval3=0.828030
SPATA48 avgexpression:0.012389
t2=0.943500  pval2=0.346034
t3=0.269132  pval3=0.788165
STXBP5 avgexpression:3.488052
t2=-3.892787  pval2=0.000117
t3=-4.050656  pval3=0.000078
H2AC1 avgexpression:0.008110
t2=0.747447  pval2=0.455264
t3=0.533344  pval3=0.594513
IL31RA avgexpression:0.106919
t2=-2.169707  pval2=0.030658
t3=-2.475847  pval3=0.014301
ANKRD55 avgexpression:0.153982
t2=-0.592178  pval2=0.554089
t3=0.063143  pval3=0.949729
RAET1E avgexpression:0.397857
t2=-5.996792  pval2=0.000000
t3=-3.423734  pval3=0.000779
PI16 avgexpression:1.085335
t2=1.103066  pval2=0.270708
t3=0.464870  pval3=0.642637
TBX20 avgexpression:0.633324
t2=3.124991  pval2=0.001917
t3=1.337942  pval3=0.182756
DAGLB avgexpression:3.870539
t2=4.858471  pval2=0.000002
t3=3.525146  pval3=0.000548
KIAA0895 avgexpression:1.996574
t2=-6.908910  pval2=0.000000
t3=-5.850877  pval3=0.000000
STK17A avgexpression:3.938212
t2=-3.398597  pval2=0.000750
t3=-2.754310  pval3=0.006542
TRA2A avgexpression:5.882749
t2=0.171471  pval2=0.863946
t3=0.155580  pval3=0.876554
GALNT10 avgexpression:4.559761
t2=1.920762  pval2=0.055522
t3=1.274761  pval3=0.204186
SAP30L avgexpression:4.213969
t2=3.403537  pval2=0.000737
t3=1.240187  pval3=0.216667
RPS14 avgexpression:9.302635
t2=2.207232  pval2=0.027905
t3=2.256271  pval3=0.025367
HCN1 avgexpression:0.267514
t2=3.337931  pval2=0.000929
t3=2.313802  pval3=0.021912
MYOZ3 avgexpression:0.239938
t2=2.501223  pval2=0.012803
t3=1.769783  pval3=0.078610
COG5 avgexpression:4.267547
t2=5.395292  pval2=0.000000
t3=2.678407  pval3=0.008146
NEUROD6 avgexpression:0.007850
t2=0.848902  pval2=0.396479
t3=0.504530  pval3=0.614562
BMT2 avgexpression:3.040524
t2=1.891889  pval2=0.059278
t3=0.333507  pval3=0.739175
GPR85 avgexpression:0.354376
t2=-1.183949  pval2=0.237185
t3=-1.475710  pval3=0.141928
SLU7 avgexpression:4.937174
t2=-0.214193  pval2=0.830513
t3=-0.793769  pval3=0.428470
RP9 avgexpression:4.084134
t2=6.360659  pval2=0.000000
t3=4.048723  pval3=0.000079
PTTG1 avgexpression:5.967882
t2=-3.469051  pval2=0.000583
t3=-2.673482  pval3=0.008261
CAMLG avgexpression:4.115054
t2=2.266438  pval2=0.023995
t3=1.050735  pval3=0.294917
BMPER avgexpression:0.579944
t2=2.917039  pval2=0.003747
t3=2.310232  pval3=0.022114
RELL2 avgexpression:1.989734
t2=3.959965  pval2=0.000090
t3=3.270628  pval3=0.001306
KCNK5 avgexpression:5.206699
t2=7.952168  pval2=0.000000
t3=5.181654  pval3=0.000001
KIF6 avgexpression:0.139728
t2=2.883366  pval2=0.004162
t3=1.690376  pval3=0.092844
ZNF12 avgexpression:4.279652
t2=5.721288  pval2=0.000000
t3=3.962531  pval3=0.000110
SLC29A4 avgexpression:1.628113
t2=1.310825  pval2=0.190721
t3=1.231352  pval3=0.219943
TEX47 avgexpression:0.009192
t2=-0.241486  pval2=0.809311
t3=-0.876682  pval3=0.381934
STEAP1 avgexpression:5.163467
t2=-2.403987  pval2=0.016703
t3=-0.935174  pval3=0.351065
CDCA7L avgexpression:4.508873
t2=-0.636891  pval2=0.524586
t3=-1.033658  pval3=0.302809
SP8 avgexpression:0.518172
t2=0.733990  pval2=0.463415
t3=1.101001  pval3=0.272500
MIOS avgexpression:4.081234
t2=5.444682  pval2=0.000000
t3=3.817748  pval3=0.000190
ELAPOR2 avgexpression:1.819623
t2=2.565701  pval2=0.010686
t3=1.826317  pval3=0.069610
USP49 avgexpression:1.433820
t2=2.166679  pval2=0.030890
t3=1.539669  pval3=0.125557
SYTL3 avgexpression:2.036156
t2=-5.599793  pval2=0.000000
t3=-3.874544  pval3=0.000154
IQUB avgexpression:0.138050
t2=-1.850357  pval2=0.065051
t3=-1.883937  pval3=0.061333
HEY1 avgexpression:1.895849
t2=1.744860  pval2=0.081831
t3=0.664165  pval3=0.507512
ZNF704 avgexpression:2.910285
t2=5.954461  pval2=0.000000
t3=3.888026  pval3=0.000146
FABP5 avgexpression:4.958397
t2=-1.442158  pval2=0.150095
t3=0.165663  pval3=0.868625
SHH avgexpression:3.794581
t2=6.575760  pval2=0.000000
t3=4.203256  pval3=0.000043
TAGAP avgexpression:1.979046
t2=-5.776847  pval2=0.000000
t3=-4.609751  pval3=0.000008
COL1A2 avgexpression:8.338105
t2=-2.022270  pval2=0.043860
t3=-2.401184  pval3=0.017454
FNDC1 avgexpression:3.406847
t2=-0.573236  pval2=0.566829
t3=-1.134911  pval3=0.258058
CHMP4C avgexpression:5.798560
t2=4.592407  pval2=0.000006
t3=2.882334  pval3=0.004473
SLC13A4 avgexpression:0.491707
t2=1.111835  pval2=0.266923
t3=0.684869  pval3=0.494387
PGAM2 avgexpression:0.000000
t2=nan  pval2=nan
t3=nan  pval3=nan
BRI3 avgexpression:5.730806
t2=4.955558  pval2=0.000001
t3=2.883373  pval3=0.004459
LMTK2 avgexpression:4.580643
t2=3.119740  pval2=0.001951
t3=0.709744  pval3=0.478864
SLC35G3 avgexpression:0.017890
t2=0.469285  pval2=0.639139
t3=-0.019696  pval3=0.984310
CTSB avgexpression:8.002865
t2=-6.821006  pval2=0.000000
t3=-4.303812  pval3=0.000029
SOX17 avgexpression:1.594315
t2=-0.024453  pval2=0.980504
t3=-0.541001  pval3=0.589237
DLC1 avgexpression:2.360902
t2=-0.881182  pval2=0.378785
t3=-1.492354  pval3=0.137516
ADCY1 avgexpression:0.647011
t2=-0.382822  pval2=0.702069
t3=-1.046586  pval3=0.296821
C8orf48 avgexpression:0.613370
t2=-0.490325  pval2=0.624192
t3=-0.481470  pval3=0.630820
SUN3 avgexpression:0.168479
t2=2.286879  pval2=0.022761
t3=2.027245  pval3=0.044247
C7orf57 avgexpression:0.202983
t2=1.782255  pval2=0.075519
t3=2.195843  pval3=0.029499
HNF4G avgexpression:4.689235
t2=-1.831627  pval2=0.067802
t3=-2.286848  pval3=0.023476
PEX2 avgexpression:4.959721
t2=1.638339  pval2=0.102192
t3=1.063769  pval3=0.288987
RAD21 avgexpression:6.878319
t2=0.259207  pval2=0.795618
t3=0.127959  pval3=0.898337
SLC30A8 avgexpression:0.050680
t2=1.805819  pval2=0.071751
t3=-0.750419  pval3=0.454071
MED30 avgexpression:4.968220
t2=5.919169  pval2=0.000000
t3=4.175898  pval3=0.000048
TNFRSF11B avgexpression:3.782905
t2=1.203403  pval2=0.229581
t3=0.801934  pval3=0.423745
SBSPON avgexpression:2.533477
t2=-2.896180  pval2=0.003999
t3=-1.616810  pval3=0.107829
PHKG1 avgexpression:1.087124
t2=2.021438  pval2=0.043946
t3=0.894730  pval3=0.372235
EN2 avgexpression:0.879629
t2=3.972829  pval2=0.000085
t3=4.188278  pval3=0.000046
KCNV1 avgexpression:0.509327
t2=-0.055103  pval2=0.956086
t3=2.105215  pval3=0.036787
CSMD3 avgexpression:0.030279
t2=0.214920  pval2=0.829947
t3=-0.311939  pval3=0.755481
SPIDR avgexpression:4.473823
t2=1.431465  pval2=0.153132
t3=1.671483  pval3=0.096522
ORC5 avgexpression:4.463570
t2=3.785047  pval2=0.000179
t3=2.228769  pval3=0.027180
DEFA5 avgexpression:3.991335
t2=3.330582  pval2=0.000953
t3=2.615731  pval3=0.009729
DNAAF5 avgexpression:4.916900
t2=6.299889  pval2=0.000000
t3=3.859723  pval3=0.000163
DEFA4 avgexpression:0.064649
t2=-1.883020  pval2=0.060473
t3=-1.132949  pval3=0.258879
DEFA6 avgexpression:3.951462
t2=4.472978  pval2=0.000010
t3=3.798931  pval3=0.000204
OSGIN2 avgexpression:4.149476
t2=2.056114  pval2=0.040465
t3=1.132898  pval3=0.258901
DEFB1 avgexpression:3.733273
t2=6.094142  pval2=0.000000
t3=5.144309  pval3=0.000001
SUN1 avgexpression:5.109280
t2=2.713789  pval2=0.006960
t3=1.813029  pval3=0.071645
OXR1 avgexpression:4.232491
t2=5.394092  pval2=0.000000
t3=3.777358  pval3=0.000221
TMEM74 avgexpression:0.179734
t2=1.308526  pval2=0.191498
t3=0.155839  pval3=0.876350
GPR146 avgexpression:0.580655
t2=0.667565  pval2=0.504823
t3=0.611024  pval3=0.542025
GPER1 avgexpression:1.681365
t2=1.399336  pval2=0.162541
t3=0.603865  pval3=0.546763
UNCX avgexpression:0.024375
t2=0.890566  pval2=0.373735
t3=1.094937  pval3=0.275140
TMEM184A avgexpression:4.007457
t2=8.258888  pval2=0.000000
t3=6.118043  pval3=0.000000
NOS3 avgexpression:2.662341
t2=1.557442  pval2=0.120211
t3=-0.065299  pval3=0.948015
SPAG11B avgexpression:0.005618
t2=-2.385498  pval2=0.017553
t3=-1.149450  pval3=0.252034
MICALL2 avgexpression:4.258303
t2=-0.040744  pval2=0.967522
t3=0.162943  pval3=0.870763
CA3 avgexpression:1.098436
t2=4.008740  pval2=0.000074
t3=3.337651  pval3=0.001044
INTS1 avgexpression:5.798254
t2=4.829314  pval2=0.000002
t3=3.378431  pval3=0.000910
CDK5 avgexpression:4.862469
t2=3.322411  pval2=0.000980
t3=2.139322  pval3=0.033880
SLC4A2 avgexpression:5.288756
t2=2.748199  pval2=0.006283
t3=2.087059  pval3=0.038420
SLC7A13 avgexpression:0.007446
t2=1.241938  pval2=0.215038
t3=2.009169  pval3=0.046150
FASTK avgexpression:5.900006
t2=2.660389  pval2=0.008141
t3=2.168801  pval3=0.031529
TMUB1 avgexpression:6.526422
t2=3.398889  pval2=0.000749
t3=2.781290  pval3=0.006045
FMC1 avgexpression:1.583798
t2=0.742895  pval2=0.458011
t3=1.328473  pval3=0.185856
GBX1 avgexpression:0.038704
t2=-1.058397  pval2=0.290558
t3=-0.116148  pval3=0.907677
PHAX avgexpression:4.687826
t2=-1.436868  pval2=0.151592
t3=-1.687810  pval3=0.093337
ALDH7A1 avgexpression:3.546505
t2=2.381281  pval2=0.017752
t3=2.109913  pval3=0.036374
FOXK1 avgexpression:4.297678
t2=1.055826  pval2=0.291729
t3=0.070933  pval3=0.943537
COX6C avgexpression:6.823835
t2=2.636896  pval2=0.008716
t3=2.851793  pval3=0.004903
OSR2 avgexpression:2.481878
t2=-9.075163  pval2=0.000000
t3=-5.644859  pval3=0.000000
YWHAZ avgexpression:8.560075
t2=0.995688  pval2=0.320045
t3=0.690802  pval3=0.490661
BAALC avgexpression:0.459588
t2=0.023628  pval2=0.981162
t3=-0.783988  pval3=0.434171
FZD6 avgexpression:4.491525
t2=1.705232  pval2=0.088981
t3=1.027544  pval3=0.305668
CTHRC1 avgexpression:5.137287
t2=-2.580179  pval2=0.010256
t3=-2.064261  pval3=0.040558
SLC25A32 avgexpression:0.237840
t2=0.000629  pval2=0.999498
t3=-0.200850  pval3=0.841063
DCAF13 avgexpression:4.524504
t2=4.319541  pval2=0.000020
t3=3.773714  pval3=0.000224
DCSTAMP avgexpression:0.509786
t2=-2.441458  pval2=0.015091
t3=-2.594140  pval3=0.010336
TP53INP1 avgexpression:3.742910
t2=-2.298289  pval2=0.022096
t3=-2.113082  pval3=0.036098
INTS8 avgexpression:4.339585
t2=3.254877  pval2=0.001238
t3=2.754413  pval3=0.006540
VIRMA avgexpression:4.256059
t2=3.018531  pval2=0.002714
t3=2.427605  pval3=0.016274
FREM1 avgexpression:2.253241
t2=6.838239  pval2=0.000000
t3=4.147309  pval3=0.000054
GEM avgexpression:4.629055
t2=-0.827553  pval2=0.408452
t3=-1.243353  pval3=0.215501
PDP1 avgexpression:4.361818
t2=3.635137  pval2=0.000317
t3=2.100928  pval3=0.037167
TMEM67 avgexpression:1.871831
t2=2.740198  pval2=0.006435
t3=1.874698  pval3=0.062602
WASHC5 avgexpression:5.332617
t2=4.387962  pval2=0.000015
t3=3.582529  pval3=0.000447
RPP25L avgexpression:6.415999
t2=1.222006  pval2=0.222475
t3=0.502617  pval3=0.615904
FAM219A avgexpression:3.910408
t2=1.534940  pval2=0.125644
t3=0.028391  pval3=0.977385
C9orf24 avgexpression:1.468690
t2=-2.577905  pval2=0.010322
t3=-2.437553  pval3=0.015849
SNAPC3 avgexpression:4.170828
t2=0.342799  pval2=0.731942
t3=-0.438638  pval3=0.661498
MYORG avgexpression:5.249555
t2=5.145383  pval2=0.000000
t3=1.958341  pval3=0.051876
NUDT2 avgexpression:5.605782
t2=-2.419207  pval2=0.016031
t3=-1.767350  pval3=0.079018
TMEM65 avgexpression:3.110924
t2=1.430091  pval2=0.153526
t3=0.792998  pval3=0.428917
PSIP1 avgexpression:4.532221
t2=-2.828845  pval2=0.004923
t3=-3.414942  pval3=0.000803
CCDC171 avgexpression:0.883085
t2=-0.558791  pval2=0.576639
t3=-2.136791  pval3=0.034089
UBAP1 avgexpression:6.053045
t2=2.227509  pval2=0.026508
t3=0.171268  pval3=0.864223
DIRAS2 avgexpression:0.156533
t2=1.664951  pval2=0.096760
t3=0.630547  pval3=0.529209
SYK avgexpression:5.883182
t2=4.071423  pval2=0.000057
t3=2.404098  pval3=0.017320
NIPSNAP3B avgexpression:0.792006
t2=4.074473  pval2=0.000056
t3=3.158104  pval3=0.001889
ABCA1 avgexpression:2.903065
t2=-2.286251  pval2=0.022798
t3=-2.005399  pval3=0.046555
NFIL3 avgexpression:5.249471
t2=-4.090842  pval2=0.000053
t3=-3.444129  pval3=0.000726
LETM2 avgexpression:0.767774
t2=-4.332054  pval2=0.000019
t3=-3.840766  pval3=0.000175
METTL2B avgexpression:3.785407
t2=5.798832  pval2=0.000000
t3=4.133420  pval3=0.000057
PRKACG avgexpression:0.061024
t2=0.653927  pval2=0.513561
t3=0.899183  pval3=0.369865
FXN avgexpression:2.303255
t2=-4.431859  pval2=0.000012
t3=-2.877841  pval3=0.004534
ZMAT4 avgexpression:0.090678
t2=1.300433  pval2=0.194253
t3=0.772602  pval3=0.440863
NKX6-3 avgexpression:0.379512
t2=0.586402  pval2=0.557959
t3=1.013424  pval3=0.312341
TMEM71 avgexpression:1.530961
t2=1.435048  pval2=0.152109
t3=0.225635  pval3=0.821764
MAMDC2 avgexpression:0.932231
t2=1.867277  pval2=0.062645
t3=0.285408  pval3=0.775689
PRSS37 avgexpression:0.129442
t2=0.206821  pval2=0.836263
t3=-0.113354  pval3=0.909888
CPA6 avgexpression:1.599023
t2=6.650340  pval2=0.000000
t3=4.813856  pval3=0.000003
C8orf34 avgexpression:0.099696
t2=0.928083  pval2=0.353963
t3=0.078562  pval3=0.937476
TMC1 avgexpression:0.137875
t2=-1.377231  pval2=0.169264
t3=-0.971410  pval3=0.332766
ALDH1A1 avgexpression:5.654700
t2=-1.847900  pval2=0.065406
t3=-0.712148  pval3=0.477379
KDM1B avgexpression:4.861174
t2=0.381654  pval2=0.702935
t3=-0.624767  pval3=0.532987
HGSNAT avgexpression:4.765975
t2=2.545835  pval2=0.011302
t3=1.163075  pval3=0.246478
RASEF avgexpression:4.541686
t2=-0.486184  pval2=0.627122
t3=-1.282904  pval3=0.201325
GKAP1 avgexpression:2.064204
t2=0.772413  pval2=0.440358
t3=0.506296  pval3=0.613325
KIF27 avgexpression:1.363554
t2=-0.788197  pval2=0.431081
t3=-1.752747  pval3=0.081503
C9orf64 avgexpression:4.322741
t2=-0.874585  pval2=0.382361
t3=-0.719021  pval3=0.473145
HNRNPK avgexpression:8.405549
t2=0.896314  pval2=0.370662
t3=0.300854  pval3=0.763904
SSMEM1 avgexpression:0.024487
t2=-0.112279  pval2=0.910662
t3=-1.404077  pval3=0.162175
SVEP1 avgexpression:1.658090
t2=1.141674  pval2=0.254320
t3=-0.115501  pval3=0.908189
TRPV6 avgexpression:0.322780
t2=-11.677166  pval2=0.000000
t3=-6.925835  pval3=0.000000
LLCFC1 avgexpression:0.071035
t2=-1.754374  pval2=0.080185
t3=-1.728754  pval3=0.085724
ANKS6 avgexpression:4.034188
t2=1.069059  pval2=0.285733
t3=0.354826  pval3=0.723173
FBP1 avgexpression:5.441483
t2=4.180419  pval2=0.000036
t3=2.243883  pval3=0.026170
PGAP4 avgexpression:4.132706
t2=-5.526763  pval2=0.000000
t3=-4.272843  pval3=0.000033
ZHX1 avgexpression:3.892687
t2=1.297595  pval2=0.195226
t3=-0.094492  pval3=0.924833
CFAP47 avgexpression:0.039952
t2=0.344976  pval2=0.730306
t3=-0.838661  pval3=0.402873
CYBB avgexpression:4.377640
t2=-5.895226  pval2=0.000000
t3=-4.836987  pval3=0.000003
DYNLT3 avgexpression:5.169124
t2=0.246842  pval2=0.805166
t3=-0.660163  pval3=0.510070
METTL27 avgexpression:3.713009
t2=1.417865  pval2=0.157063
t3=-0.172474  pval3=0.863276
MID1IP1 avgexpression:5.581086
t2=1.683809  pval2=0.093053
t3=0.472708  pval3=0.637046
SHOC1 avgexpression:0.230250
t2=-1.280141  pval2=0.201289
t3=-0.994021  pval3=0.321668
CXorf58 avgexpression:0.123403
t2=0.309848  pval2=0.756849
t3=-0.081062  pval3=0.935491
KIAA1958 avgexpression:2.074020
t2=1.821558  pval2=0.069321
t3=0.905509  pval3=0.366516
PTCHD1 avgexpression:0.239851
t2=1.431203  pval2=0.153207
t3=0.687184  pval3=0.492932
RNF183 avgexpression:2.141583
t2=-2.043139  pval2=0.041739
t3=-0.495901  pval3=0.620624
ASB11 avgexpression:0.044646
t2=-0.779814  pval2=0.435993
t3=-1.704598  pval3=0.090152
PCDH19 avgexpression:0.838691
t2=5.925572  pval2=0.000000
t3=5.271255  pval3=0.000000
PIGA avgexpression:2.967875
t2=-0.155798  pval2=0.876276
t3=-1.616989  pval3=0.107791
VEGFD avgexpression:0.445346
t2=0.509524  pval2=0.610686
t3=0.318640  pval3=0.750402
OR1Q1 avgexpression:0.100775
t2=1.640496  pval2=0.101743
t3=1.731297  pval3=0.085268
OR1K1 avgexpression:0.037726
t2=-0.507755  pval2=0.611925
t3=-0.392722  pval3=0.695032
STRBP avgexpression:4.566064
t2=3.358900  pval2=0.000863
t3=2.265647  pval3=0.024773
CLDN3 avgexpression:9.575875
t2=9.087497  pval2=0.000000
t3=5.888159  pval3=0.000000
GAPVD1 avgexpression:3.528891
t2=-0.687135  pval2=0.492424
t3=-1.822048  pval3=0.070258
CARD19 avgexpression:4.894802
t2=0.251826  pval2=0.801314
t3=0.281088  pval3=0.778995
WNK2 avgexpression:4.629429
t2=7.557732  pval2=0.000000
t3=4.729835  pval3=0.000005
ATP7A avgexpression:2.415571
t2=2.142768  pval2=0.032777
t3=0.144424  pval3=0.885342
ZNF367 avgexpression:3.704900
t2=-2.248356  pval2=0.025135
t3=-2.905401  pval3=0.004171
NLGN4Y avgexpression:0.440534
t2=1.413986  pval2=0.158198
t3=-0.468784  pval3=0.639843
HDX avgexpression:0.752035
t2=4.759660  pval2=0.000003
t3=2.927545  pval3=0.003899
NDUFB6 avgexpression:6.435285
t2=2.703858  pval2=0.007167
t3=0.707746  pval3=0.480102
AQP7 avgexpression:1.343331
t2=2.851686  pval2=0.004590
t3=2.147142  pval3=0.033242
NOL6 avgexpression:5.306098
t2=1.967287  pval2=0.049889
t3=1.046558  pval3=0.296834
AQP3 avgexpression:4.234204
t2=-7.733257  pval2=0.000000
t3=-5.038147  pval3=0.000001
TRMT10B avgexpression:3.134534
t2=2.611954  pval2=0.009365
t3=1.942793  pval3=0.053743
VCP avgexpression:7.052682
t2=2.740233  pval2=0.006434
t3=1.162713  pval3=0.246625
PIGO avgexpression:4.535008
t2=3.288698  pval2=0.001102
t3=1.042445  pval3=0.298731
STOML2 avgexpression:7.952957
t2=0.982582  pval2=0.326448
t3=0.227734  pval3=0.820135
BRWD3 avgexpression:2.842387
t2=3.122953  pval2=0.001930
t3=1.389411  pval3=0.166580
SLITRK5 avgexpression:0.118486
t2=-2.215783  pval2=0.027308
t3=-2.500159  pval3=0.013390
MELK avgexpression:4.942218
t2=-1.711255  pval2=0.087863
t3=-2.345714  pval3=0.020180
ARMC3 avgexpression:0.124053
t2=1.681837  pval2=0.093435
t3=1.840222  pval3=0.067532
OTUD1 avgexpression:4.235311
t2=-0.903986  pval2=0.366585
t3=-0.266743  pval3=0.790000
ARHGAP12 avgexpression:4.797843
t2=-1.955699  pval2=0.051245
t3=-2.263447  pval3=0.024911
FAT3 avgexpression:0.137755
t2=-0.016226  pval2=0.987063
t3=-1.147968  pval3=0.252643
DEUP1 avgexpression:0.165828
t2=0.498786  pval2=0.618223
t3=0.468477  pval3=0.640062
HECTD2 avgexpression:1.026951
t2=-1.860740  pval2=0.063565
t3=-1.917229  pval3=0.056937
SLC7A3 avgexpression:0.149649
t2=2.107382  pval2=0.035750
t3=1.707428  pval3=0.089623
FBXO33 avgexpression:3.770568
t2=-3.868519  pval2=0.000129
t3=-3.853971  pval3=0.000166
INTS6L avgexpression:2.336857
t2=1.955936  pval2=0.051217
t3=0.603497  pval3=0.547007
GPR101 avgexpression:0.018165
t2=0.604923  pval2=0.545597
t3=0.587257  pval3=0.557834
CLDN2 avgexpression:5.788492
t2=1.520088  pval2=0.129334
t3=1.103998  pval3=0.271201
LRFN5 avgexpression:0.262503
t2=0.223534  pval2=0.823242
t3=-0.324104  pval3=0.746269
LRRC18 avgexpression:0.258932
t2=1.526995  pval2=0.127607
t3=0.007822  pval3=0.993768
SPTSSA avgexpression:6.374910
t2=-1.151792  pval2=0.250142
t3=-1.094338  pval3=0.275402
WRN avgexpression:2.901516
t2=-1.628388  pval2=0.104285
t3=-0.735589  pval3=0.463025
MARCHF8 avgexpression:3.898937
t2=-1.515773  pval2=0.130421
t3=-2.651819  pval3=0.008787
TSHR avgexpression:0.114931
t2=-1.273970  pval2=0.203465
t3=-0.445926  pval3=0.656235
CFL2 avgexpression:2.944037
t2=-1.691880  pval2=0.091502
t3=-1.982718  pval3=0.049059
SUGT1 avgexpression:3.919940
t2=2.239430  pval2=0.025715
t3=1.625582  pval3=0.105947
GTF2A1 avgexpression:4.238036
t2=-3.109812  pval2=0.002016
t3=-3.414675  pval3=0.000804
ZCCHC24 avgexpression:3.660498
t2=4.404584  pval2=0.000014
t3=1.055650  pval3=0.292671
PGM2L1 avgexpression:3.123973
t2=0.987884  pval2=0.323848
t3=2.048813  pval3=0.042064
PHYHIPL avgexpression:0.793385
t2=5.356750  pval2=0.000000
t3=5.113492  pval3=0.000001
SLC16A9 avgexpression:2.876982
t2=4.444560  pval2=0.000012
t3=2.712447  pval3=0.007387
FOLR2 avgexpression:3.361834
t2=-1.547872  pval2=0.122499
t3=-0.984281  pval3=0.326418
INPPL1 avgexpression:5.687373
t2=4.031090  pval2=0.000067
t3=2.719354  pval3=0.007241
PHOX2A avgexpression:0.216495
t2=0.752498  pval2=0.452225
t3=-0.369600  pval3=0.712155
MBL2 avgexpression:0.008334
t2=-0.009031  pval2=0.992799
t3=-0.939637  pval3=0.348777
GJB2 avgexpression:5.908991
t2=-4.546870  pval2=0.000007
t3=-4.887201  pval3=0.000002
CRYL1 avgexpression:5.925826
t2=7.095352  pval2=0.000000
t3=3.883038  pval3=0.000149
REEP3 avgexpression:4.889626
t2=-3.481236  pval2=0.000558
t3=-3.518048  pval3=0.000562
HEPACAM avgexpression:0.065007
t2=1.498637  pval2=0.134811
t3=1.095312  pval3=0.274976
SKA3 avgexpression:4.640198
t2=1.935862  pval2=0.053638
t3=0.831149  pval3=0.407091
MICU2 avgexpression:5.581191
t2=4.362421  pval2=0.000017
t3=2.107850  pval3=0.036555
DDIAS avgexpression:2.672871
t2=-1.715994  pval2=0.086991
t3=-1.728598  pval3=0.085752
PCF11 avgexpression:3.786469
t2=1.958376  pval2=0.050929
t3=0.534481  pval3=0.593728
PKNOX2 avgexpression:0.380524
t2=1.066106  pval2=0.287063
t3=-0.135306  pval3=0.892535
RPL10L avgexpression:0.956401
t2=5.217729  pval2=0.000000
t3=3.119460  pval3=0.002139
LRR1 avgexpression:4.239560
t2=-0.855444  pval2=0.392853
t3=-0.904408  pval3=0.367098
RPL36AL avgexpression:9.308599
t2=-5.438202  pval2=0.000000
t3=-3.672754  pval3=0.000324
DNAAF2 avgexpression:4.192402
t2=1.180692  pval2=0.238475
t3=0.504053  pval3=0.614896
DEPP1 avgexpression:4.726871
t2=-4.826338  pval2=0.000002
t3=-4.088739  pval3=0.000068
MAGEC3 avgexpression:0.014557
t2=0.875032  pval2=0.382118
t3=0.288084  pval3=0.773644
ZNF22 avgexpression:4.717655
t2=1.606949  pval2=0.108909
t3=1.084788  pval3=0.279598
KLHDC2 avgexpression:4.110065
t2=1.462349  pval2=0.144485
t3=0.817691  pval3=0.414713
EML5 avgexpression:0.120827
t2=-6.799571  pval2=0.000000
t3=-4.571849  pval3=0.000009
NEMF avgexpression:3.150840
t2=-1.844196  pval2=0.065945
t3=-1.796240  pval3=0.074286
RPUSD4 avgexpression:4.811196
t2=0.014044  pval2=0.988803
t3=0.420431  pval3=0.674718
ARF6 avgexpression:7.155308
t2=-4.340391  pval2=0.000018
t3=-3.376621  pval3=0.000915
TTC8 avgexpression:3.081190
t2=-0.680605  pval2=0.496543
t3=-1.235926  pval3=0.218243
TMEM63C avgexpression:1.914714
t2=8.549880  pval2=0.000000
t3=4.789714  pval3=0.000004
NGB avgexpression:0.186176
