USP17L20    TAF11L9    1.0
LCE2B    PSG2    0.9618648159459476
SPRR2D    SPRR5    0.9618646152021793
JPH2    HSPB7    0.9618031438188674
PPL    PAX9    0.9617961759822288
MYLK    FILIP1    0.9617420270995182
SERPINI2    PLA2G1B    0.9617238490385488
ZNF750    SPRR3    0.961664632942148
TNS1    LMOD1    0.961641976658436
SERPINI2    CTRB1    0.9616415404713172
KRT39    KRT40    0.9616350720767336
LEXM    UGT1A7    0.961592337296738
TGM3    BNIPL    0.9615460428908296
SLURP1    SPRR3    0.9615443808781412
CRNN    NCCRP1    0.9614754448518472
MYH8    TAS1R3    0.9614232231364304
SERPINI2    DLK1    0.961286202542985
ODAM    KRTAP21-3    0.9610332364433478
SPRR3    CYSRT1    0.960906845238124
HHATL    ADGRA1    0.9607929673145356
SERPINI2    SCG5    0.9606475177311784
PLAGL1    CCDC154    0.9605911978630336
TEX11    RBPJL    0.9604393833102552
FLNC    MYOCD    0.9603488225837216
ROPN1L    USP17L22    0.9603194615438202
KRTAP4-8    KRT25    0.9602133682041586
ADCY8    HOATZ    0.9602022694919622
LYPD3    TMPRSS11A    0.960108041249158
PRSS38    SPATA31D1    0.9600423555277292
SPEG    LMOD1    0.9597286599524972
WFDC5    DEFB103B    0.9597072243350646
VPREB3    P2RY8    0.9596748883685196
LCE3E    RPTN    0.9596378087547348
IZUMO4    MEF2B    0.959616300422372
GH2    LCE2A    0.959600892252448
CERS3    PRSS27    0.9594095046065018
SPRR2D    SPRR2E    0.9593930992871378
FERMT2    FILIP1    0.959343063696427
LCN1    MEF2B    0.9592502500198842
TTC29    ROPN1L    0.9591934599079738
RHCG    PAX9    0.9591838916677092
ACTA2    TPM2    0.9591024522964946
BNIPL    DYNAP    0.95908261846772
PTF1A    ST8SIA3    0.9589862313789548
ANXA1    EPGN    0.9589780551103956
KRT78    ADH7    0.9589649507781272
LCE2D    VSIG8    0.9589641795305754
TGM3    TMPRSS11B    0.9588857360093498
CAPSL    ANKRD66    0.9588465748790994
TGM5    ANXA1    0.9588363953354996
PNMA6E    SPATA31D1    0.9588359091740136
GRHL3    KRT13    0.9587907691436248
PKP1    FOXN1    0.9587257639167756
AQP8    TEX11    0.958717926311693
CLDN17    SPRR2B    0.9586128348370836
WNT8A    NLRP8    0.9585762847193277
ROPN1L    TEKT1    0.9584976826729082
CLCA2    VSIG10L    0.9584445436561836
AADACL2    MEF2B    0.9583939017027302
TEX11    CTRB1    0.958230608575164
NPBWR2    P2RY8    0.9580574949466608
CPA1    TEX11    0.9579505534706024
ENDOU    KRT15    0.9579387822794074
TAGLN    LMOD1    0.9578909426100176
CPB2    AFP    0.9578769572428624
DNAJB5    SYNM    0.9576738214397458
RHCG    KRT78    0.9576070311302508
CPXM2    MSRB3    0.9575750948317135
BVES    MYOCD    0.9574795503955572
LIMS2    PGM5    0.9573896933208492
SERPINC1    F13B    0.9572958327413796
PAPPA2    SLC18A2    0.9572480550554716
PPP1R17    OPRL1    0.9572244010402392
LEXM    TMPRSS11A    0.9571317708110502
CNN1    TAGLN    0.9571307431909823
FEV    NEUROD2    0.9570543422096904
PKP1    TMPRSS11B    0.9570276586973374
LEXM    CYSRT1    0.95701595462395
CAP2    SYNM    0.956928292928194
BNIPL    TMEM79    0.9569256201551816
PPP1R17    TAS1R3    0.9569122446207904
TGFB1I1    SMTN    0.9569108945206118
RIT2    OR56A1    0.9568629204480904
LCE2C    HBG2    0.9568354613490456
ENDOU    RNF225    0.9568305810114278
CRCT1    RNF222    0.9568295521034484
S100A8    RNF222    0.9567452756460916
TSPY2    TMPRSS7    0.9567315613132356
RNF150    NEGR1    0.9567186937477132
MYH11    RBPMS2    0.95669919106738
ANXA1    RNF222    0.9566464325061222
IZUMO4    P2RY8    0.9566013838598644
LDB3    PGM5    0.9565944966621878
MYLK    CNN1    0.9565891261651086
LRRN3    ZBTB8B    0.9565802352090658
TGM3    SPINK5    0.9565762001953736
CNFN    KLK13    0.9565339011421176
ACTA2    MRGPRF    0.9565144502968131
RHCG    RNF222    0.9564838470434472
FLG2    LCE2C    0.956298923790438
CLCA4    KRT4    0.956290271962256
BNIPL    SERPINB13    0.9562494978443694
LCE3E    PSG3    0.9562005307244924
PGLYRP1    DEFA4    0.9561686074520848
CTSG    BPI    0.9561004405240258
MEP1B    ENPP3    0.956027700645874
MAL    RNF225    0.9558594904684826
HSPB8    LMOD1    0.955845941831002
C1QC    C1QA    0.9558443021978238
CDC20B    AMBN    0.9557277116953732
G6PC    MEP1B    0.9557196365002872
TPM1    CSRP1    0.9556825660622694
TEX11    PRSS1    0.955601817969717
TEX11    SCG5    0.955566838174734
LYPD3    SPRR3    0.9555289866396616
PGLYRP1    RNASE3    0.9555204509938922
OPRL1    NMS    0.955516697398194
ZIM3    OR11A1    0.9554282320588304
SLURP1    ANXA1    0.9554144533748172
CPB2    SLC17A2    0.9553689313146726
BNIPL    DENND2C    0.9553328083095056
ITGAL    NLRC3    0.9553210538270468
KRT78    CYSRT1    0.9552999860881896
LY6G6F    LY6G6E    0.9552735442067016
CSTB    CYSRT1    0.955250313258738
DSG3    SCEL    0.9551563781316164
NDST4    KIF5C    0.9551402536626464
TEX11    CELA2A    0.9551375064264382
TMEM35A    PDZRN4    0.9550576209019628
TNS1    ACTA2    0.9549797167482584
CTSG    AZU1    0.954960866352312
SYNM    DMD    0.9549520598628684
BSND    OPCML    0.9549268770301952
BVES    DMD    0.954898716412896
PAF1    MED29    0.954891036363525
CSRP1    MSRB3    0.9548021293330634
ASB2    FILIP1    0.9546786221822268
SLC5A4    ASAH2    0.9544234153521752
ATP2B3    SST    0.9543504872995008
TKTL2    OTUD6A    0.9542903218971636
LCE3D    PSG2    0.954276166700434
TGM1    KRT15    0.9542733151098532
AMBP    AHSG    0.9542529103875136
ZNF750    TMEM79    0.9542263163008684
TEX11    PNLIP    0.954190932266798
SVIL    DMD    0.9541301920088212
CRCT1    KRT78    0.9540116195072036
SASH3    TBC1D10C    0.953988123162542
CFHR2    F13B    0.9539852809016316
GPR32    NLRP8    0.9538915903492932
MYLK    MYL9    0.9538633858939444
ZNF750    KRT4    0.9537899935525852
SORBS1    FLNC    0.9537653037701048
AFM    F13B    0.9537394283836024
S100A8    MUC21    0.9537203835738431
GJB2    NCCRP1    0.9536592027718332
KCNMB1    HSPB8    0.9536190612018656
NDST4    ASCL1    0.9535007116644652
CD79B    DOK3    0.953499382821592
TAGLN    JPH2    0.9534948515374084
P2RY8    CLEC17A    0.9534700719353236
DSC3    KRT13    0.9534342689265248
MAP4K1    P2RY8    0.9534309879955888
NMS    MEF2B    0.953291808134275
TMPRSS11E    TMPRSS11F    0.9532793167606566
MPO    PGLYRP1    0.9532639625982816
TGM3    ANXA1    0.9532636635003456
TMPRSS11D    SPRR2D    0.9532431092092108
EFCAB3    OR11A1    0.9531592841121052
SERPIND1    ITIH2    0.9531457903283086
CPB2    CPN2    0.9530498249482612
KRT4    EPGN    0.953013668050088
LMOD1    DACT3    0.9529913150015684
KRT4    RNF225    0.952970872013108
CFHR5    AHSG    0.9529113349800482
IGLL1    HTR3A    0.9529110649391678
MPO    VSTM1    0.9528465610324748
GPR32    PRAMEF18    0.9528250981928732
VTN    ITIH2    0.952772604289022
GJB2    KRT6A    0.9527319387383628
CABP5    PRAMEF18    0.9527201293047188
TAGLN    HSPB7    0.9526903699745664
DNAH9    LHFPL1    0.9526525092186244
NEGR1    FBXL22    0.952640954919516
CAP2    MYH11    0.9526093398818044
POU2F2    SHISA8    0.9525925553243432
CERS3    KLK13    0.9525775996707082
VEGFD    AADACL2    0.9524904486053368
TGM5    ENDOU    0.9524871546708212
TEX11    CELA3A    0.9524065581866604
ENDOU    VSIG10L    0.9523797197924508
P2RY8    NMS    0.952364325977914
SBSN    PAX9    0.952336620736698
CAP2    ARHGEF26    0.9523301424816032
TMEM79    RNF222    0.9523124656490718
PKP1    ZNF750    0.9523106904035894
CALD1    MSRB3    0.9522831140529492
MYL9    DES    0.9522187203612688
FERMT2    SORBS1    0.9522139104073256
PRSS27    DYNAP    0.952198219641424
TGM5    VSIG10L    0.9521705165973828
DYNAP    EPGN    0.9521455676783196
CHGA    FEV    0.9521279124803788
FILIP1    NEGR1    0.952092331443296
TSPY2    FMR1NB    0.9520471859631792
SLURP1    KRT13    0.9520036753376794
CSRP1    CFL2    0.951964152926092
DNAJB5    PGM5    0.951943319824223
CPXM2    LMOD1    0.951918479505038
TKTL2    H3Y2    0.9518969950113604
DSG3    PGLYRP3    0.9518833777917772
MYLK    PRUNE2    0.9518766632377688
PRUNE2    FILIP1    0.9518631366326183
DSG4    GAGE12G    0.951797398171078
IGLL1    IQCJ    0.9517324845994964
JPH2    KCNMA1    0.9516596378277042
F13B    AHSG    0.9516593144213988
ATP2B3    CCDC154    0.9516552163765354
TGM5    RNF222    0.951641433943077
DIXDC1    DMD    0.9515640355750123
PGM5    CSRP1    0.951540583687006
WFDC5    PSG3    0.9515405608705012
OPRL1    TAS1R3    0.9515338763824384
ACTA2    FLNA    0.9515264119256196
CRP    NPBWR1    0.951523350942702
SLC17A3    SLC7A13    0.951431556993526
SPINK6    LCE2C    0.9513514859636332
TPM1    PLN    0.951293253347448
JPH2    SYNM    0.9512846198835324
SERPINC1    FGG    0.9512788446742596
CLCA4    SLURP1    0.9512718299259898
LMOD1    DES    0.9512566037328803
SLC7A2    NEUROD2    0.9512294847145863
BTK    DOCK2    0.9511699180222768
FMR1NB    TSPY4    0.9511511659941504
IL36B    SPRR2D    0.9510999889145052
TGM5    IVL    0.951013242902532
MYLK    ITGA7    0.95095668876099
GBP6    NCCRP1    0.9509540982666992
MYBPH    VEGFD    0.950898695835822
ALG13    MOSPD1    0.9508509328847452
ASB2    MRGPRF    0.9508432631631456
A2ML1    MUC21    0.9507970449662972
CRISP3    PAGE4    0.9507591033078964
S100G    DEFB131A    0.9507500578960648
DEFB103A    PSG2    0.9506999433535952
HHATL    PLAGL1    0.9506055385017954
COL1A1    COL5A1    0.950592137517676
USH1G    OTOP2    0.9505859135065946
PGM5    TPM2    0.9505407528561978
ANXA1    MUC21    0.950432589014058
ACSM2B    MBL2    0.9504307746596522
SLURP1    CSTB    0.950407324895552
PKP1    CAPNS2    0.9503705889322622
CSTA    KLK13    0.950313000996546
GJB6    TMPRSS11F    0.9502804877156816
GBP6    VSIG10L    0.950264174340484
CRYBG1    RTN4IP1    0.9502367244705948
DDX1    RDH14    0.950180455236487
ASB2    FBXL22    0.9501723954088536
ANXA1    ZNF750    0.9501680605937126
SLC17A2    CCL16    0.9501617412350196
EMP1    BNIPL    0.9501380750409592
FOXN1    CAPNS2    0.950010723223084
TGM1    CYSRT1    0.9500006057921564
MRGPRF    ARHGEF25    0.9499800907288436
GH2    HBG2    0.9499759392799164
TMPRSS11D    SPRR2A    0.949912299145562
KRT5    CAPNS2    0.9498696934786058
MYOCD    SVIL    0.9497403939396072
PAPPA2    FEV    0.9496734141936852
NLRP8    NANOS2    0.9496514411940596
TGFB1I1    PGM5    0.9496286232943996
PRICKLE2    SVIL    0.949623979779156
HTR1A    AL035460.1    0.9496227090492034
SERPINB3    VSIG10L    0.949611945998878
MAB21L2    KCNIP4    0.949605185200503
S100A8    DYNAP    0.9495919871720444
FCRLA    CD27    0.9495792492274472
GYS2    A2ML1    0.9495575350587826
COL1A1    COL3A1    0.9495376438893036
IRAG1    KCNMA1    0.9494967855813258
CLPS    CELA3B    0.9493701715803224
KRT4    TMPRSS11A    0.9493542675346056
PRSS27    ADH7    0.9493518849426748
WNT8A    OR2Z1    0.9491979145866548
VEGFD    SERPINA9    0.9491772975233782
TAGLN    PGM5    0.9491712932252904
DNAJB5    MSRB3    0.9489950109811638
LCE3E    LCE1F    0.9489740324836388
KCNMB1    MRGPRF    0.948969866056873
EMP1    ADH7    0.9489130974804548
CPA2    CELA3B    0.9488613848545072
ASB2    ITGA7    0.9488045724460692
FILIP1    DNAJB5    0.948719323888312
MYH11    SMTN    0.9487009353555844
FETUB    OTOP2    0.9486795598004424
ASB11    ATP4B    0.9486737826461942
SLC16A12    PRSS2    0.9486464302538578
SPEG    ASB2    0.9486311690406272
LY9    IL16    0.9484984065254471
TGM7    LCE3C    0.9484684064323408
OR10G3    CATSPERD    0.948437207423968
TAGLN    PPP1R14A    0.9484176267062764
FOXN1    RHCG    0.9484025696304637
S100A8    VSIG10L    0.9484011284716424
TNS1    PDLIM3    0.94834203343654
SNX31    DYNAP    0.9482671167905168
ASB2    CPXM2    0.9482659715677036
ZNF227    ZNF284    0.9482535937711412
NCAN    LYZL4    0.9481670827672696
JPH2    MRGPRF    0.9481229161447616
MYL9    FBXL22    0.9480655775166598
ARSF    LEXM    0.9480444995042492
POPDC2    MORN5    0.9480181790147696
SPINK5    EMP1    0.947978078377134
LPXN    FCRLA    0.9479365041988944
SLURP1    CAPNS2    0.9479185983876868
CRP    SLC7A13    0.9478454680732882
KANK2    ARHGEF25    0.9478322456353604
FLNC    FLNA    0.947782759029928
TPM1    FLNA    0.9477753295930388
ENDOU    CAPNS2    0.9476581862788684
MYH8    RGS8    0.9475995665886602
S100A8    GJB2    0.9475773415154866
PRUNE2    BVES    0.9475590949889222
ASB2    MSRB3    0.94755692498873
DSG3    RNF225    0.9475242862778636
MYLK    FOXP2    0.9475018945734888
SERPINB3    TGM3    0.9474520886475898
DSC3    CAPNS2    0.9474151339801554
ANXA1    SBSN    0.9473956876630188
ERP27    CELA3B    0.9473858112308192
TNS1    DACT3    0.9473533939893768
ZNF750    NCCRP1    0.9473260377961332
PAX9    RNF225    0.947316631340712
PGLYRP3    RNF222    0.947304275010898
SERPINB3    DSG3    0.9472876673552698
SPEG    SYNM    0.9471730537090668
FOXN1    SBSN    0.9471442380173482
TEX11    AQP12B    0.9471141097087036
MYL9    SYNM    0.9471065193293364
CRNN    KRT15    0.9471009990912072
RHCG    MAL    0.9470839285845576
BNIPL    UGT1A7    0.9470401909029248
ANXA1    CAPNS2    0.9470161491138336
NLRP10    OVCH2    0.946989792288418
KCTD19    AADACL4    0.9469588851739724
PPP1R12B    CPED1    0.946938399617706
SLC28A1    OTOP3    0.9469105280914016
SERPINI2    NEUROD4    0.9468901386237673
LYPD3    ANXA1    0.9468440117216522
SPINK5    CAPN14    0.9468210214875562
MSRB3    SYNM    0.9468209773140052
ZNF317    ZNF234    0.9467818232365028
TMEM79    KRT78    0.9467371139700756
CFL2    SYNM    0.9467161006261424
CLDN17    SPRR1B    0.946698372831868
MRGPRF    KANK2    0.9466547850026076
MYLK    RNF150    0.9466311309865698
SERPINC1    MBL2    0.9465611610150614
SCEL    IVL    0.9465524108047692
CRX    OR10G3    0.9465515655435732
SMTN    DACT3    0.9465422564546736
ENDOU    MUC21    0.946535668888823
FERMT2    PARVA    0.9465196754970376
IVL    ADH7    0.9465157862344254
PYGM    SLC2A4    0.9464643179277156
GH2    SPRR2B    0.946447074364295
PPP1R12B    DES    0.9464271282756674
CPXM2    KCNMA1    0.9463971340433708
IRAG1    JPH2    0.9463389620096618
SPINK5    SNX31    0.9463095870151924
TGM5    KRT13    0.9462470848159528
PKP1    PPL    0.9462256090777406
LDB3    PLN    0.9462058452763786
RTL8A    SERTM2    0.9461988154675092
CTSG    SERPINB10    0.9461961796585912
PKP1    ADH7    0.9461783785110248
GJB6    SDR9C7    0.9461748881415571
CLCA2    DYNAP    0.9461026110745484
TPM1    PDLIM3    0.9460860646548144
ANGPTL1    PDZRN4    0.9460640376098536
USP17L2    USP17L7    0.9460391628446702
TPM1    MSRB3    0.9459838582127
MSRB3    DES    0.945942156115977
IL36RN    SPRR1B    0.945938142415826
VSIG10L    TMPRSS11A    0.94586318605779
TGM5    TMEM79    0.945802768534691
NCCRP1    CAPNS2    0.9457682007355056
CST9L    PRR23B    0.945748277047481
MAP4K1    TNFRSF13C    0.9457424349380584
ROPN1L    LRRN3    0.9457293582458562
CLCA4    EMP1    0.9457046908509342
IVL    SERPINB13    0.9456933054832862
PPL    KRT4    0.9456756085549558
ANXA1    VSIG10L    0.9455817482915782
ENDOU    DSG3    0.9455434614065495
F13B    ACSM2A    0.9455415455189208
SPATA31A1    H3Y1    0.9455304819334868
PRUNE2    DMD    0.9454964024711526
ZIM3    OR10G3    0.945431838295368
SMYD1    POPDC2    0.9453799530398151
DYNAP    RNF222    0.9452724683888708
FLNA    DMD    0.9452414789083584
CFAP77    USP17L22    0.9452321333381942
FERMT2    CLIP3    0.9451534179934302
MYLK    MYOCD    0.9451372636516044
SPRR2D    SPRR1A    0.9450802780122282
MYH11    DES    0.9450761807483432
TMPRSS11E    GJB6    0.945058451337722
SPRR3    TMPRSS11B    0.9449374249846944
FLG2    LIPK    0.9448954842490808
ZNF750    S100A8    0.9448771432707668
SNX31    TMPRSS11A    0.9448494149098562
KRT13    VSIG10L    0.9448484295425624
CNN1    MYH11    0.9448254798878114
TEX11    CHRNA2    0.944820087338365
ASB2    SYNM    0.9447790603647775
LYPD3    CALML3    0.9447437152825032
TGM5    GJB2    0.9447182178093152
FILIP1    DMD    0.9446359583495412
MAL    TMPRSS11B    0.94459365419168
OR3A3    CATSPERD    0.9445423415586964
PPL    PGLYRP3    0.9445008072228976
MYL9    PLN    0.9444897813035544
BHLHE23    SPATA31A1    0.9444826837031244
PSKH2    ADCY1    0.9444582621709052
CCDC144A    AC098850.3    0.9444182056335496
WAS    CD27    0.9443806781382116
EMP1    EPGN    0.9443597595773632
MYL9    DNAJB5    0.9443469207536866
A2ML1    OTOP2    0.9443389243643856
DPPA4    CATSPERD    0.9442907015236016
PPP1R17    VEGFD    0.9442682810074452
PGLYRP3    MUC21    0.944228147790271
NEGR1    PLN    0.944166471111866
MYLK    RBPMS2    0.9441255916745528
DMPK    TPM1    0.9441212139497308
PRUNE2    MYOCD    0.9441193398598112
FERMT2    NEGR1    0.9440784687352916
TPM1    FBXL22    0.9440564851249628
BAALC    GLYATL3    0.9440335588432024
PPP1R12B    CPXM2    0.944032859083392
CSTA    DENND2C    0.9439953890146802
DIXDC1    SYNPO2    0.9439167451335616
BSND    ADCY1    0.9438700028998052
TP53AIP1    CRNN    0.9438534779630704
IRAG1    ITGA7    0.9438455068999256
HSPB8    SMTN    0.9438421479997896
LYPD3    KRT4    0.9438278602644008
BVES    SYNM    0.943736951063922
FLG2    TGM7    0.9437122738811928
MS4A10    C3orf85    0.9436666944126016
LCE1F    VSIG8    0.9436607535237423
SDR9C7    KRT6C    0.9436535773266672
CALD1    NEGR1    0.9434312760145888
CABP5    NANOS2    0.94340639644056
USP29    SLC26A5    0.9433979531710884
PPEF2    CATSPERD    0.9433074175387371
PALLD    DIXDC1    0.943286045303618
KANK2    DACT3    0.9432213941633948
PGM5    KANK2    0.9432155465857262
HPGDS    SERPINA9    0.943091024147618
CSTB    KRT78    0.9430860083989764
OTUD6A    DPPA5    0.9430812821294916
CXorf49B    CXorf49    0.943053610258164
MAP4K1    VPREB3    0.943049916415739
ENDOU    SLURP1    0.9430255242134676
GBP6    RNF222    0.9430171849311508
RNF150    FLNA    0.9429049381544008
SBSN    MUC21    0.9429031318128732
CRYBA1    OPN1MW3    0.9428477031334372
ANXA1    IL1RN    0.9427724169188642
GNG13    MEF2B    0.9427612812010951
ITGA7    DIXDC1    0.942661501484433
LCE3E    LCE2C    0.9426069293633752
DSG3    NCCRP1    0.942565219111839
TMEM79    EPGN    0.9425619489008878
LCN1    HPGDS    0.9425451310223032
AHSG    PAH    0.9424560694822548
JPH2    DES    0.9423716345463048
TGM5    EPGN    0.9423354417896992
LCE2C    VSIG8    0.9422977039379766
CAP2    FILIP1    0.9420657438908422
CRX    ARGFX    0.9420230092180516
CNN1    TPM1    0.9418317772694786
PRSS57    VSTM1    0.9416655720807364
CD79B    IRAG2    0.9414844253209744
DEFB131A    ASAH2    0.9413471314305372
MBL2    CFHR1    0.9412883748571464
IVL    MAL    0.9410229753782
SCN3A    RIMS2    0.9410043140845856
PGLYRP3    KRT78    0.9407752721148316
C20orf85    GMNC    0.9407191158898822
RDH8    FAM9C    0.940631079540654
POU2F2    POU2AF1    0.9404875673115796
CLCA4    DENND2C    0.9404833222453344
MBL2    CPN2    0.9402805315634432
TPM1    HSPB7    0.9392504238240462
PDHA2    H3Y1    0.93890161726818
ARHGEF26    SYNM    0.9381140739677214
TSPAN6    NUP37    0.3032791965050559
TSPAN6    EIF4G3    0.2448661809596964
TSPAN6    NXT2    0.1018662060901216
TSPAN6    ATP1B4    -0.0010844078483632
TSPAN6    CORO7-PAM16    nan
CTRB1    PNLIPRP1    0.9999601402094094
CPA1    SYCN    0.999664270027457
CLPS    REG3G    0.9996258217373006
REG3G    SYCN    0.9996236589902944
RBPJL    DLK1    0.9995895135474472
CPA1    CPA2    0.9995096530762506
CPA1    PLA2G1B    0.999460735699592
AQP8    DLK1    0.9990469967821454
AFM    CCL16    0.9987300219221958
AQP8    REG3G    0.9987103565237712
CEL    DLK1    0.9984446276558444
SPX    SCG5    0.9981194990362562
CLPS    AQP12A    0.9981116717141412
SPX    AQP12A    0.9980204180667608
CDC20B    GMNC    0.9979069777764876
CCDC154    PERCC1    0.9972136880194972
AQP8    SCG5    0.9970076157209156
TTC29    GMNC    0.9969909982953296
SPRR2G    CSH2    0.9967638885285957
SLC16A12    CTRB1    0.9965116214384756
RBPJL    SLC16A12    0.9964907948473392
OTUD6A    H3Y2    0.99617418140307
KRTDAP    CSHL1    0.9960059182893212
SPX    PNLIP    0.9955945482808654
GRIK1    PRSS1    0.9955011635254928
REG3G    PNLIP    0.9954321160433188
MYH8    LCN1    0.9952598617456372
ERP27    SLC16A12    0.9951758205001466
SERPINC1    CCL16    0.9949464058107792
AFP    CPN2    0.9948147988826344
CFHR2    AFP    0.9946302234348756
LCE3E    SPRR2B    0.9942251969142598
MYH8    AADACL2    0.994135603184516
MBTD1    UTP18    0.9940927369002436
CSHL1    LCE3C    0.9935607601658334
PRSS27    RNF222    0.993445019584563
GSG1    TSPYL6    0.9933062649913214
CELA3A    CPA2    0.9931478397242576
LCE2B    LCE2A    0.9930863343562952
TPH1    LMX1A    0.9926659453223192
CLDN17    SPRR2E    0.9925906850530576
CSH1    LCE3C    0.9923755976602614
AQP8    CELA3A    0.9923420285098083
AFM    APOA2    0.9918441349384324
LCE3D    KRTDAP    0.9917711170678544
SLC7A13    NPBWR1    0.9916876405653396
IFNK    C1orf68    0.9915711371549638
SPINK5    GBP6    0.991538622344046
PSG1    LCE3C    0.9906186834853944
AFM    CFHR1    0.9904596057459852
CELA3A    PNLIP    0.990320693168676
PPP1R17    NPBWR2    0.990303815421674
BNIPL    GBP6    0.9902242760798704
DEFB103A    KRTDAP    0.9897773314006336
CSTA    S100A8    0.9889170934450812
CPA2    AQP12B    0.9879845588130212
CSTA    RHCG    0.9878337733013868
MAL    DYNAP    0.9878041943916518
CFHR2    CPN2    0.987540858529248
IZUMO4    LCN1    0.9869891680513238
CFHR2    AHSG    0.9866901079410382
ENDOU    CRNN    0.9861182346343456
NPBWR2    SPATA48    0.9861011261728192
BPIFC    PSG2    0.98607888627215
KRT78    RNF222    0.9857352147913528
TSPYL6    PNMA6E    0.985551374330527
DEFB103A    SPRR2B    0.9851610001814318
NPAP1    PRSS38    0.9851548663989452
SPATA48    SERPINA9    0.9850125687029128
GBP6    TMPRSS11B    0.9849233466436506
LCE3D    LCE3C    0.9846703151185332
KRT13    GBP6    0.9841610786213372
CTRC    PNLIPRP1    0.9838299410959032
CNN1    CSRP1    0.9837459937486408
CTRC    SYCN    0.983685715123284
DEFB110    GAGE12G    0.98339392070657
AQP8    CHRNA2    0.9832771211567792
SPRR2G    SPINK6    0.9832106273054126
SPATA48    AADACL2    0.9830737891903164
CTRC    PRSS1    0.98293412883004
LCE3D    LCE2A    0.9829170199022632
SPX    CTRC    0.9828079954532786
DEFB103A    PSG1    0.9826178951132908
PRSS27    NCCRP1    0.9825979740488012
HHATL    SST    0.9822450215825675
PSG3    PSG1    0.9821495171146524
MEP1B    ASAH2    0.9821235580839502
FCRLA    CLEC17A    0.9820796135301132
BPIFC    KRTDAP    0.9819059633712104
MMP8    PRTN3    0.9814728506462108
BPI    PRSS57    0.9810504313739806
FLG2    LCE3C    0.9808162121440416
SPRR2G    SPRR4    0.9807334064613612
SPRR2G    BPIFC    0.9806761286280103
TGM1    IVL    0.980418785454902
MYH11    SYNM    0.9803308797190928
GNG13    AADACL2    0.9800669437309552
CLPS    PTF1A    0.97991139863676
KRTAP4-8    KRTAP3-2    0.979805583158009
PTF1A    CTRB2    0.9797811282040292
PTF1A    SYCN    0.9797502157454692
RBPJL    PTF1A    0.9797205376922306
KRT12    AADACL4    0.9796767546872448
GP2    PNLIPRP1    0.9794132161515956
CLPS    GP2    0.9793845571005434
REG3G    PTF1A    0.9793294608045924
CTRB1    GP2    0.9793264560996116
ENDOU    SERPINB13    0.9788358980197344
CPA1    ST8SIA3    0.9787587598518228
REG3G    ST8SIA3    0.9787260884769594
MEP1B    SLC28A1    0.978443224760293
CACNG3    CEL    0.978385735454088
TFDP3    PRR23A    0.978300515695681
BNIPL    KRT13    0.9774753060126584
CACNG3    PRSS1    0.9774132837416464
SERPINB3    TGM1    0.9772618751765144
ERP27    GP2    0.977120786360189
SERPINB3    TMPRSS11A    0.9771124552152844
CSHL1    RPTN    0.977066887355355
RPTN    VSIG8    0.9769958697205195
SORBS1    MYH11    0.9767513205539208
PSKH2    SCN3A    0.9766889205106628
CD22    CD19    0.9765137505847746
LCE2B    SPINK6    0.9762574877325876
SLC28A1    DEFB131A    0.9762255580609762
HBG2    SPRR2B    0.9757631285931684
PAGE4    KRTAP21-3    0.975688972084972
DSC3    GBP6    0.975453094275654
NCCRP1    RNF222    0.9753313478869228
LCE2A    PSG3    0.9753188944727532
ALB    ACSM2A    0.9752697257893758
NEUROD4    ERP27    0.9752523587378924
GP2    PNLIP    0.9750459489308296
LCE3D    BPIFC    0.974950653397198
PSKH2    INSM2    0.9749200814951112
TAGLN    CSRP1    0.9747176979574528
IVL    KRT78    0.974696981991851
CHRNA2    CELA2A    0.9746855134499954
JPH2    LMOD1    0.9743825645799596
TGM5    CSTA    0.9743256637983644
FLG2    SPINK6    0.9742397271430988
LCE1C    NPBWR1    0.9739653038842774
SPINK5    PGLYRP3    0.9739332988578264
CLCA2    GBP6    0.9738969288560556
SLURP1    PGLYRP3    0.973752906388685
SLURP1    RNF225    0.9734883492605494
VPREB3    FCRLA    0.9729134705179596
FCRL1    NIBAN3    0.9725279545658416
SPINK5    RNF225    0.972478117659708
BNIPL    A2ML1    0.9724111069793382
LYPD3    ZNF750    0.9719556927557093
SERPINB3    NCCRP1    0.971551053031423
CHRNA2    AQP12B    0.9714526469764626
TMPRSS11E    SERPINB13    0.971008161640116
S100A8    TMPRSS11A    0.9709157478637168
PGLYRP3    BNIPL    0.9708120988006927
SPINK6    SPRR4    0.9704882941555024
TSPY2    TSPY8    0.9704039297696964
TPH1    NEUROD2    0.970067029956148
RHCG    IVL    0.9697529756681414
GNG13    CALHM1    0.9695399348097508
CSTA    PRSS27    0.969508221870204
FILIP1    CALD1    0.969389473757244
ASCL1    INSM2    0.9691483584320856
TMPRSS11B    TMPRSS11A    0.9690948314489486
STATH    MROH2B    0.9688670971522984
WFDC5    VSIG8    0.9688283029931896
SPRR4    LCE2D    0.9686099159215767
PPP1R12B    DIXDC1    0.9683948899045176
PPP1R17    SLC22A1    0.9683911796527538
ENDOU    PGLYRP3    0.9683338389204336
S100G    ENPP7    0.968079261496807
KRIT1    RBM48    0.968043635066833
ST8SIA3    AQP12B    0.9678482683546444
LCE3E    LCE2A    0.967770610593904
TMPRSS11B    ADH7    0.9677087650973802
GP2    AQP12B    0.967616951451548
ACSM2A    CFHR1    0.967327550605004
WFDC5    CSH2    0.9671404235417406
